reaction_id,post_id,user_id,reaction_type,created_at
2575,5408,1380,Smile,2025-05-06 18:24:23
2576,1113,1510,Smile,2025-08-18 03:49:56
2577,1859,668,Wow,2025-11-03 04:31:40
2578,5720,2014,Thank,2025-10-08 22:56:41
2579,3516,820,Smile,2025-03-07 17:09:16
2580,5569,1150,Sad,2025-03-20 12:10:26
2581,3017,799,Agree,2025-01-14 22:13:56
2582,597,1597,Wow,2025-10-22 12:02:42
2583,3198,1614,Smile,2025-07-22 14:11:06
2584,5925,999,Sad,2025-04-23 17:53:18
2585,4719,1539,Smile,2025-03-06 20:46:36
2586,3381,1527,Wow,2025-07-08 22:03:36
2587,5477,227,Love,2025-09-06 07:15:00
2588,4795,1256,Thank,2025-06-07 23:55:31
2589,3541,1647,Thank,2025-05-14 22:56:23
2590,991,1476,Sad,2025-01-31 12:19:48
2591,5226,128,Love,2025-09-29 17:12:10
2592,6347,1120,Agree,2025-10-25 22:23:48
2593,4713,1274,Thank,2025-07-27 16:01:34
2594,5436,736,Helpful,2025-10-17 02:29:31
2595,4595,1021,Wow,2025-01-29 11:26:51
2596,2922,437,Wow,2025-06-24 15:38:55
2597,1022,748,Sad,2025-09-21 12:36:55
2598,2022,1358,Wow,2025-10-03 15:12:16
2599,2418,1313,Wow,2025-06-08 08:24:57
2600,3086,2010,Agree,2025-07-01 07:17:06
2601,6249,524,Thank,2025-06-25 15:18:48
2602,1279,386,Love,2025-06-29 22:59:54
2603,3894,1866,Sad,2025-11-26 02:45:41
2604,3533,1668,Agree,2025-12-05 23:44:41
2605,4430,2096,Wow,2025-10-04 07:47:33
2606,4650,1164,Smile,2025-06-07 23:48:44
2607,4668,1037,Sad,2025-10-24 06:21:11
2608,748,2073,Love,2025-03-07 21:34:26
2609,3139,1661,Wow,2025-08-20 11:51:46
2610,4363,1607,Wow,2025-05-19 15:46:09
2611,1837,270,Wow,2025-05-13 07:31:29
2612,4829,1461,Thank,2025-09-06 07:24:39
2613,5593,675,Wow,2025-02-13 16:18:02
2614,2559,1983,Helpful,2025-06-07 22:48:12
2615,5256,1814,Wow,2025-02-09 05:37:59
2616,5295,1170,Thank,2025-10-24 19:29:53
2617,3493,204,Sad,2025-08-21 00:23:07
2618,3658,1490,Love,2025-07-26 20:23:05
2619,513,1867,Helpful,2025-11-21 03:38:20
2620,3765,671,Smile,2025-02-08 22:19:11
2621,1532,1091,Agree,2025-10-26 02:40:17
2622,2372,677,Wow,2025-08-03 10:13:15
2623,3656,637,Helpful,2025-05-27 04:18:13
2624,6343,1247,Love,2025-02-20 19:30:41
2625,6417,170,Sad,2025-02-24 22:30:03
2626,682,720,Helpful,2025-06-14 13:14:03
2627,1931,750,Agree,2025-06-02 11:38:10
2628,693,1619,Thank,2025-09-16 10:10:35
2629,3544,327,Thank,2025-07-03 01:58:46
2630,5912,167,Wow,2025-04-10 04:07:45
2631,5781,333,Agree,2025-09-11 13:45:01
2632,1342,281,Helpful,2025-10-23 14:41:54
2633,3464,1137,Sad,2025-05-29 13:00:30
2634,6140,1442,Sad,2025-02-09 11:05:08
2635,503,742,Thank,2025-10-03 07:58:00
2636,5594,164,Thank,2025-12-11 21:10:39
2637,1362,766,Smile,2025-05-10 15:43:46
2638,1840,387,Wow,2025-10-19 23:45:28
2639,6191,362,Agree,2025-06-28 01:21:56
2640,3587,866,Wow,2025-12-08 04:21:16
2641,1542,1107,Sad,2025-10-30 22:28:32
2642,538,1024,Thank,2025-11-01 00:08:23
2643,4866,533,Love,2025-04-20 02:14:53
2644,614,202,Wow,2025-07-13 02:14:57
2645,5983,1807,Smile,2025-02-18 09:16:07
2646,1701,180,Love,2025-10-10 21:11:14
2647,571,847,Agree,2025-03-16 22:52:43
2648,1419,1235,Wow,2025-10-02 09:52:54
2649,5771,535,Smile,2025-11-11 22:36:40
2650,3091,682,Wow,2025-07-24 12:48:24
2651,2950,1311,Sad,2025-09-19 16:16:50
2652,5587,1640,Agree,2025-05-08 22:39:07
2653,6470,271,Sad,2025-10-28 01:54:16
2654,5842,263,Sad,2025-10-07 02:36:30
2655,6188,883,Sad,2025-08-05 15:50:12
2656,5993,992,Sad,2025-05-31 13:38:29
2657,2329,265,Wow,2025-09-13 19:47:07
2658,4948,1132,Love,2025-06-25 10:17:43
2659,5755,883,Wow,2025-03-23 06:35:33
2660,6219,859,Wow,2025-06-02 22:54:41
2661,5730,753,Thank,2025-03-29 06:44:31
2662,3728,2018,Sad,2025-07-18 13:19:52
2663,2327,763,Smile,2025-12-14 12:55:11
2664,6172,776,Helpful,2025-10-02 02:33:24
2665,2954,645,Love,2025-10-24 10:29:56
2666,1421,504,Love,2025-11-23 21:16:17
2667,2133,465,Thank,2025-11-17 14:55:33
2668,5985,1058,Helpful,2025-03-24 07:06:21
2669,5876,167,Love,2025-12-04 01:02:12
2670,2059,1999,Smile,2025-08-30 19:28:10
2671,3221,447,Sad,2025-10-28 20:35:17
2672,2924,1956,Love,2025-07-25 09:28:35
2673,1920,113,Love,2025-05-25 16:43:47
2674,3220,427,Thank,2025-11-23 02:28:04
2675,6389,1821,Thank,2025-04-28 07:57:45
2676,5788,889,Love,2025-08-31 23:07:55
2677,6042,1617,Helpful,2025-08-20 03:23:10
2678,3608,497,Smile,2025-10-13 23:15:20
2679,5622,372,Wow,2025-12-07 13:37:22
2680,3166,1347,Smile,2025-07-19 03:48:04
2681,4707,1503,Thank,2025-05-01 09:34:35
2682,1726,1620,Helpful,2025-08-11 10:11:42
2683,4454,1150,Smile,2025-10-14 08:17:33
2684,3520,929,Smile,2025-02-06 04:04:55
2685,5673,280,Sad,2025-05-03 00:38:53
2686,4516,1818,Thank,2025-04-10 15:20:27
2687,593,1873,Thank,2025-11-24 11:51:07
2688,3123,1339,Thank,2025-03-02 23:47:01
2689,2515,1742,Agree,2025-06-11 13:29:09
2690,1507,1749,Thank,2025-05-17 12:22:22
2691,1852,1259,Helpful,2025-02-19 10:14:07
2692,5632,1732,Sad,2025-10-24 06:20:47
2693,4705,103,Thank,2025-11-04 04:50:30
2694,662,373,Smile,2025-05-13 12:13:12
2695,6043,1757,Thank,2025-10-31 13:22:17
2696,5293,1296,Helpful,2025-08-30 02:49:39
2697,963,103,Love,2025-06-29 03:22:40
2698,4688,1401,Helpful,2025-08-17 23:34:32
2699,5583,1936,Helpful,2025-05-09 11:50:44
2700,5344,1858,Thank,2025-06-25 03:46:33
2701,6106,1151,Love,2025-12-09 20:44:54
2702,4462,457,Wow,2025-05-24 10:12:24
2703,2088,1053,Smile,2025-07-17 20:15:11
2704,4043,985,Helpful,2025-07-04 10:00:26
2705,1448,1977,Sad,2025-11-03 17:38:56
2706,5806,1385,Smile,2025-11-16 05:40:05
2707,2991,255,Agree,2025-09-08 17:00:04
2708,4256,1236,Smile,2025-02-06 03:13:25
2709,3303,637,Thank,2025-05-10 14:26:51
2710,6287,557,Thank,2025-05-11 04:04:23
2711,3999,454,Agree,2025-08-11 12:34:00
2712,2220,546,Thank,2025-07-03 01:21:47
2713,6397,1986,Agree,2025-04-24 23:34:51
2714,4289,299,Agree,2025-10-27 07:12:26
2715,1532,1239,Sad,2025-10-26 01:26:17
2716,669,610,Sad,2025-09-08 09:02:07
2717,4434,158,Love,2025-01-28 00:44:17
2718,3248,1703,Helpful,2025-06-05 10:50:25
2719,1181,2053,Helpful,2025-05-13 18:16:16
2720,4542,454,Thank,2025-02-07 23:39:22
2721,5657,1497,Sad,2025-10-14 12:40:07
2722,5964,1946,Love,2025-04-17 20:08:39
2723,4531,1695,Sad,2025-03-02 04:44:52
2724,4666,895,Smile,2025-05-25 12:45:46
2725,575,519,Thank,2025-10-19 15:39:59
2726,1902,1883,Smile,2025-09-16 06:34:27
2727,4704,991,Sad,2025-04-27 11:15:41
2728,1783,871,Sad,2025-09-13 23:06:48
2729,1424,2069,Helpful,2025-04-12 18:48:36
2730,2265,112,Helpful,2025-10-20 01:05:53
2731,1079,814,Helpful,2025-01-17 00:32:18
2732,1780,1314,Love,2025-07-13 06:03:40
2733,5638,794,Wow,2025-11-10 01:54:22
2734,6295,263,Thank,2025-11-09 16:34:03
2735,3426,1593,Smile,2025-11-14 21:03:47
2736,845,1262,Sad,2025-08-30 04:48:55
2737,1525,202,Agree,2025-03-25 11:12:51
2738,5070,1522,Wow,2025-07-09 14:40:28
2739,4139,1330,Wow,2025-06-24 18:28:59
2740,3232,201,Helpful,2025-12-09 10:21:16
2741,4821,1354,Thank,2025-08-08 10:46:31
2742,1331,364,Thank,2025-06-18 23:28:57
2743,2397,910,Thank,2025-03-03 00:14:09
2744,2067,1254,Sad,2025-11-06 04:11:57
2745,1087,1292,Love,2025-11-01 11:53:27
2746,515,1585,Wow,2025-01-10 11:42:17
2747,995,611,Agree,2025-08-14 01:55:48
2748,2850,1769,Sad,2025-07-28 00:45:27
2749,5462,1409,Wow,2025-05-15 01:51:18
2750,1426,263,Wow,2025-01-28 20:36:51
2751,2476,1801,Agree,2025-09-09 17:00:50
2752,6478,1772,Thank,2025-08-29 16:40:28
2753,2717,105,Thank,2025-01-28 21:39:41
2754,4546,267,Wow,2025-08-05 00:05:32
2755,2569,777,Wow,2025-06-13 13:59:01
2756,6172,224,Helpful,2025-10-02 07:25:24
2757,4479,1722,Thank,2025-11-21 13:52:10
2758,3030,1644,Wow,2025-09-16 12:21:35
2759,4515,773,Smile,2025-06-27 00:10:54
2760,883,1952,Smile,2025-01-09 08:26:10
2761,2296,1941,Thank,2025-11-05 19:11:32
2762,5631,157,Love,2025-05-13 15:53:04
2763,3328,1505,Thank,2025-06-18 11:10:43
2764,969,2036,Smile,2025-09-01 14:58:46
2765,2119,2067,Smile,2025-05-19 13:15:06
2766,6090,605,Sad,2025-01-24 19:04:52
2767,3533,1672,Sad,2025-12-06 01:03:41
2768,3350,1344,Thank,2025-09-22 22:05:34
2769,1528,887,Love,2025-08-06 04:17:48
2770,3041,268,Smile,2025-07-13 13:50:15
2771,4728,917,Thank,2025-07-08 04:11:12
2772,4655,931,Smile,2025-04-30 20:09:38
2773,5862,621,Agree,2025-10-11 07:46:22
2774,4106,1367,Wow,2025-05-29 11:46:30
2775,5153,272,Sad,2025-10-19 01:06:04
2776,1475,2011,Wow,2025-06-27 08:08:15
2777,1665,366,Wow,2025-12-09 21:43:21
2778,1152,1810,Love,2025-01-13 23:19:30
2779,661,1189,Wow,2025-11-19 16:12:11
2780,1539,1686,Love,2025-05-25 16:30:35
2781,1467,273,Smile,2025-10-16 14:41:01
2782,3604,529,Thank,2025-11-01 16:02:14
2783,1248,1097,Thank,2025-11-03 17:12:01
2784,3205,175,Love,2025-02-07 05:20:19
2785,1344,1450,Love,2025-10-16 01:57:41
2786,684,1808,Agree,2025-04-30 11:25:03
2787,3706,1447,Wow,2025-07-05 12:24:30
2788,1524,662,Love,2025-05-21 01:01:28
2789,2749,390,Agree,2025-09-18 23:34:56
2790,4861,447,Thank,2025-05-24 00:04:18
2791,838,268,Thank,2025-07-29 05:39:30
2792,4662,359,Love,2025-10-06 08:00:50
2793,5404,933,Sad,2025-02-06 16:43:42
2794,3710,611,Agree,2025-11-11 21:20:25
2795,2374,515,Helpful,2025-09-09 02:52:50
2796,3423,275,Helpful,2025-01-22 23:09:56
2797,5678,1932,Agree,2025-10-06 13:30:46
2798,6139,781,Smile,2025-03-21 21:46:29
2799,1328,1684,Helpful,2025-11-14 05:02:27
2800,5457,1720,Helpful,2025-03-10 17:56:47
2801,5521,1479,Love,2025-01-16 11:08:31
2802,3947,1866,Smile,2025-02-22 22:34:45
2803,5214,1044,Smile,2025-07-26 12:35:37
2804,3744,1382,Agree,2025-05-30 19:03:15
2805,4626,1830,Agree,2025-04-10 00:22:20
2806,5302,1550,Love,2025-06-16 03:17:03
2807,1725,794,Sad,2025-04-25 07:05:17
2808,654,1692,Love,2025-08-18 09:33:08
2809,3649,514,Agree,2025-11-09 00:35:01
2810,4285,531,Love,2025-06-09 09:33:29
2811,996,490,Agree,2025-03-22 16:45:23
2812,1420,1757,Wow,2025-03-27 14:31:28
2813,1358,1039,Smile,2025-06-25 10:40:15
2814,2350,399,Thank,2025-08-20 17:34:12
2815,4935,816,Wow,2025-07-27 22:51:08
2816,3927,1462,Sad,2025-08-04 20:18:59
2817,3100,315,Sad,2025-11-11 17:12:43
2818,5104,1834,Thank,2025-12-05 12:05:11
2819,3983,1045,Agree,2025-03-05 14:48:43
2820,3273,1818,Wow,2025-03-28 21:26:04
2821,1387,1512,Smile,2025-10-21 11:55:43
2822,2766,1031,Wow,2025-03-27 17:42:04
2823,4014,1648,Helpful,2025-11-25 17:17:23
2824,5082,664,Helpful,2025-06-07 19:16:13
2825,6229,1371,Sad,2025-11-18 22:23:42
2826,4815,416,Helpful,2025-11-03 01:14:23
2827,6021,1852,Smile,2025-06-25 16:20:31
2828,6449,557,Agree,2025-04-16 20:48:07
2829,1778,1990,Wow,2025-09-26 18:45:59
2830,4542,1947,Sad,2025-02-08 03:50:22
2831,2291,1984,Wow,2025-07-25 08:59:50
2832,5702,206,Wow,2025-10-08 23:15:43
2833,5226,1880,Love,2025-09-30 04:45:10
2834,5397,1220,Smile,2025-08-19 22:28:29
2835,5577,602,Smile,2025-06-19 14:42:16
2836,2632,1156,Thank,2025-12-05 15:46:38
2837,1316,129,Wow,2025-03-24 05:06:57
2838,2814,1030,Wow,2025-10-09 00:22:29
2839,689,253,Smile,2025-01-05 02:44:37
2840,2820,637,Wow,2025-03-27 13:09:30
2841,6493,612,Agree,2025-10-11 11:55:36
2842,3656,984,Agree,2025-05-27 04:05:13
2843,614,1238,Helpful,2025-07-12 17:40:57
2844,4045,2035,Agree,2025-10-30 23:14:26
2845,654,1572,Love,2025-08-18 10:46:08
2846,3165,948,Smile,2025-01-23 13:46:53
2847,1631,773,Love,2025-06-20 09:14:06
2848,4465,1202,Wow,2025-08-09 12:54:03
2849,3215,767,Smile,2025-05-11 17:38:36
2850,3959,1959,Wow,2025-11-25 09:31:27
2851,5125,1328,Helpful,2025-10-08 18:19:53
2852,534,110,Love,2025-04-29 23:37:15
2853,506,955,Thank,2025-11-19 21:54:03
2854,6392,1677,Love,2025-06-21 12:39:28
2855,6182,374,Agree,2025-03-23 17:04:15
2856,3864,2003,Love,2025-04-13 13:18:42
2857,1620,329,Helpful,2025-07-13 08:59:01
2858,678,909,Smile,2025-09-20 02:37:40
2859,6315,1254,Thank,2025-11-01 11:52:54
2860,5578,1659,Love,2025-08-17 07:56:10
2861,4192,129,Sad,2025-07-29 04:49:41
2862,4042,708,Wow,2025-03-04 22:43:53
2863,5491,148,Love,2025-03-19 12:26:49
2864,1824,1840,Thank,2025-02-24 10:46:02
2865,2673,1308,Thank,2025-05-05 19:01:57
2866,3075,312,Sad,2025-07-20 22:50:00
2867,4511,543,Helpful,2025-02-13 06:04:54
2868,5426,1034,Thank,2025-09-08 22:51:19
2869,2894,500,Smile,2025-11-30 03:47:57
2870,3840,478,Sad,2025-11-21 11:52:40
2871,4355,243,Love,2025-09-25 11:17:42
2872,5291,1136,Love,2025-05-16 20:00:10
2873,5772,1906,Helpful,2025-04-14 07:57:42
2874,3097,1743,Wow,2025-06-05 13:48:29
2875,4362,471,Sad,2025-07-10 23:05:35
2876,2679,1321,Agree,2025-10-25 22:33:29
2877,4571,1763,Wow,2025-04-01 14:59:42
2878,4529,789,Smile,2025-11-08 09:56:35
2879,1570,286,Love,2025-02-20 13:24:40
2880,5446,344,Sad,2025-10-14 11:16:28
2881,4808,1873,Agree,2025-12-02 09:31:41
2882,3228,451,Love,2025-03-23 04:04:43
2883,3597,1695,Smile,2025-03-31 21:52:14
2884,6177,742,Love,2025-10-31 11:50:41
2885,5530,768,Agree,2025-07-07 13:40:15
2886,2230,1709,Love,2025-12-08 23:26:52
2887,5767,1426,Smile,2025-08-18 09:42:08
2888,5112,1340,Agree,2025-07-25 04:41:42
2889,3256,236,Agree,2025-10-11 02:25:05
2890,2591,262,Thank,2025-10-13 15:20:14
2891,5026,1995,Sad,2025-07-14 17:35:55
2892,5779,1499,Thank,2025-05-30 07:25:10
2893,3377,730,Sad,2025-10-22 16:35:38
2894,1296,1313,Helpful,2025-10-15 19:21:20
2895,3581,972,Wow,2025-09-26 22:28:16
2896,3564,1857,Agree,2025-11-26 05:03:13
2897,5505,1186,Helpful,2025-04-08 15:10:16
2898,4370,1287,Smile,2025-04-01 04:51:40
2899,4557,323,Love,2025-11-10 03:16:44
2900,2019,775,Love,2025-04-24 14:31:40
2901,2792,194,Sad,2025-05-21 04:55:09
2902,3373,1386,Love,2025-09-06 09:27:20
2903,4551,223,Thank,2025-05-16 10:43:06
2904,1756,613,Agree,2025-03-16 16:19:40
2905,1282,1995,Sad,2025-04-15 08:15:15
2906,2460,1992,Love,2025-03-16 17:01:04
2907,4785,653,Sad,2025-05-19 21:33:54
2908,4855,794,Smile,2025-08-25 04:24:46
2909,3658,480,Wow,2025-07-26 14:21:05
2910,5652,2099,Smile,2025-05-18 17:12:30
2911,903,1237,Love,2025-09-14 03:04:21
2912,5987,372,Sad,2025-06-03 14:33:36
2913,5732,2071,Thank,2025-05-07 23:46:50
2914,3597,1770,Thank,2025-03-31 21:44:14
2915,4864,623,Smile,2025-07-14 13:31:21
2916,5190,1462,Thank,2025-06-25 11:38:43
2917,4449,1760,Helpful,2025-12-07 04:37:41
2918,4427,1415,Wow,2025-03-11 05:59:25
2919,4571,492,Helpful,2025-04-01 00:05:42
2920,587,2072,Thank,2025-05-11 23:26:07
2921,5368,1473,Helpful,2025-06-23 08:30:58
2922,3691,1625,Thank,2025-07-14 22:22:48
2923,4506,1779,Love,2025-08-04 00:44:05
2924,3327,483,Helpful,2025-01-10 17:15:46
2925,2233,118,Sad,2025-05-07 10:35:41
2926,6229,1691,Smile,2025-11-18 23:32:42
2927,4133,975,Wow,2025-09-10 17:21:24
2928,6134,2005,Thank,2025-10-06 18:57:46
2929,3204,1285,Smile,2025-10-06 23:53:28
2930,5199,1624,Love,2025-11-24 11:12:25
2931,4200,1173,Smile,2025-05-14 16:23:19
2932,2695,331,Wow,2025-11-20 12:56:09
2933,4686,1337,Love,2025-12-09 19:37:04
2934,5916,130,Agree,2025-04-21 19:01:44
2935,5331,476,Smile,2025-06-19 15:00:16
2936,3017,971,Helpful,2025-01-15 00:25:56
2937,2254,720,Smile,2025-04-18 23:06:42
2938,4912,1804,Thank,2025-09-09 05:33:43
2939,5309,664,Helpful,2025-11-17 21:09:38
2940,843,708,Helpful,2025-06-22 22:18:37
2941,5742,942,Sad,2025-09-26 03:24:05
2942,6316,1478,Thank,2025-04-30 22:28:52
2943,3226,300,Love,2025-11-02 19:22:53
2944,5250,561,Love,2025-07-11 18:50:07
2945,6162,1821,Love,2025-08-19 04:20:16
2946,880,1085,Agree,2025-09-12 00:42:45
2947,918,139,Agree,2025-12-13 09:32:52
2948,4620,1450,Agree,2025-10-11 23:21:50
2949,4666,427,Sad,2025-05-24 18:16:46
2950,6186,737,Thank,2025-05-26 12:50:43
2951,3912,1893,Smile,2025-01-12 00:04:07
2952,6322,1053,Thank,2025-08-28 16:05:15
2953,1491,393,Thank,2025-06-28 15:55:07
2954,2531,1009,Helpful,2025-10-08 18:31:57
2955,2397,519,Helpful,2025-03-02 23:42:09
2956,5805,1805,Thank,2025-10-31 18:15:51
2957,675,1329,Smile,2025-05-21 20:17:15
2958,5481,1996,Thank,2025-07-01 20:14:23
2959,4776,618,Wow,2025-04-13 02:22:15
2960,3406,621,Sad,2025-10-03 22:34:24
2961,4136,1919,Sad,2025-11-11 14:43:53
2962,2151,331,Smile,2025-03-27 11:17:08
2963,993,895,Wow,2025-04-30 11:29:02
2964,3354,1625,Thank,2025-11-20 07:50:45
2965,5617,1813,Smile,2025-10-24 21:52:28
2966,6274,1675,Agree,2025-05-11 02:22:02
2967,5067,1146,Helpful,2025-04-15 09:20:24
2968,2282,1665,Smile,2025-07-09 02:42:16
2969,2084,357,Thank,2025-05-07 19:38:37
2970,1103,1986,Agree,2025-08-14 17:27:01
2971,1074,804,Thank,2025-06-15 02:53:12
2972,6259,594,Thank,2025-10-15 16:30:49
2973,5589,2023,Agree,2025-05-21 13:10:48
2974,648,1791,Sad,2025-04-09 19:50:47
2975,4912,210,Love,2025-09-08 22:24:43
2976,2804,2083,Love,2025-02-25 17:57:30
2977,5383,777,Thank,2025-08-25 21:30:38
2978,3901,1239,Agree,2025-09-05 07:14:12
2979,2446,1901,Love,2025-05-09 17:53:08
2980,2594,665,Smile,2025-10-08 02:58:36
2981,5914,1813,Agree,2025-09-17 19:34:15
2982,5075,1912,Helpful,2025-01-03 02:16:26
2983,1176,1844,Sad,2025-11-02 11:12:20
2984,551,2082,Thank,2025-12-08 22:52:05
2985,1299,1546,Sad,2025-09-16 12:42:30
2986,5283,1350,Helpful,2025-06-21 11:07:46
2987,1204,1516,Thank,2025-05-26 04:54:07
2988,6065,1804,Sad,2025-11-14 23:37:13
2989,2553,1239,Thank,2025-05-14 05:17:17
2990,4188,1201,Wow,2025-10-13 00:29:04
2991,5613,1727,Sad,2025-11-26 21:47:02
2992,4535,1251,Helpful,2025-11-02 20:58:18
2993,5569,470,Wow,2025-03-20 11:00:26
2994,1692,383,Thank,2025-09-05 17:17:37
2995,3371,652,Agree,2025-05-24 06:32:19
2996,4810,1038,Agree,2025-05-28 21:46:06
2997,6264,584,Helpful,2025-07-23 12:57:46
2998,1835,1000,Sad,2025-08-27 00:42:39
2999,5415,188,Sad,2025-10-23 11:40:27
3000,3009,1526,Sad,2025-08-21 20:38:03
3001,2345,910,Thank,2025-10-26 21:17:38
3002,4429,1801,Smile,2025-11-05 09:08:20
3003,5237,1030,Thank,2025-11-29 06:46:04
3004,2167,2024,Wow,2025-06-08 19:00:31
3005,6388,866,Sad,2025-11-08 18:51:22
3006,5716,933,Agree,2025-01-17 17:50:58
3007,4319,1487,Helpful,2025-10-06 03:30:29
3008,1472,1540,Helpful,2025-10-25 19:01:02
3009,6025,2031,Helpful,2025-10-01 11:04:47
3010,5557,482,Helpful,2025-06-17 23:30:14
3011,6491,1634,Sad,2025-11-16 14:50:54
3012,5956,1715,Thank,2025-10-05 02:44:08
3013,905,1669,Sad,2025-06-10 03:14:42
3014,4085,870,Agree,2025-02-23 20:13:24
3015,3814,1528,Smile,2025-07-05 14:21:45
3016,4026,227,Love,2025-12-06 08:16:14
3017,1018,1847,Wow,2025-03-24 18:45:17
3018,5402,640,Wow,2025-10-11 15:52:21
3019,6032,668,Smile,2025-02-05 18:38:30
3020,588,533,Helpful,2025-09-16 00:05:12
3021,3850,221,Smile,2025-05-30 02:33:31
3022,3906,1636,Wow,2025-09-01 16:50:35
3023,4127,2010,Helpful,2025-05-29 00:33:41
3024,4409,293,Smile,2025-02-15 11:50:50
3025,3047,1200,Wow,2025-11-15 20:56:14
3026,2555,1209,Helpful,2025-09-24 09:46:43
3027,1265,978,Thank,2025-11-04 13:49:14
3028,2866,1934,Agree,2025-02-20 01:43:24
3029,827,519,Thank,2025-07-10 08:01:37
3030,4554,901,Agree,2025-03-13 14:06:39
3031,1628,1036,Smile,2025-02-04 23:50:50
3032,948,577,Love,2025-05-17 18:56:32
3033,6273,401,Agree,2025-11-02 11:46:58
3034,4838,720,Wow,2025-12-05 11:31:02
3035,3539,1149,Thank,2025-10-21 09:56:07
3036,1644,929,Wow,2025-08-16 02:13:31
3037,5270,1150,Wow,2025-03-10 17:02:15
3038,2076,418,Smile,2025-03-08 04:17:50
3039,1339,1325,Sad,2025-03-15 06:41:31
3040,4084,448,Wow,2025-08-11 13:33:42
3041,6209,1504,Smile,2025-09-26 04:24:43
3042,1250,853,Agree,2025-06-06 06:44:01
3043,3181,1843,Smile,2025-04-22 00:05:50
3044,3338,445,Helpful,2025-04-24 18:16:08
3045,4800,326,Smile,2025-01-09 10:54:44
3046,3865,1980,Agree,2025-04-14 12:28:50
3047,1156,855,Smile,2025-11-17 12:40:34
3048,5373,1265,Agree,2025-03-07 08:41:08
3049,6348,1973,Agree,2025-06-20 19:30:22
3050,2519,604,Helpful,2025-07-28 07:23:38
3051,3008,1964,Helpful,2025-04-04 10:40:23
3052,4664,1335,Agree,2025-05-27 14:56:36
3053,2240,1361,Smile,2025-07-28 13:28:40
3054,3879,832,Agree,2025-02-03 01:12:48
3055,3838,816,Sad,2025-07-29 10:56:30
3056,3630,496,Wow,2025-06-22 13:20:36
3057,6475,2070,Smile,2025-07-12 10:40:19
3058,1027,1640,Sad,2025-05-17 00:34:04
3059,5882,794,Sad,2025-09-30 04:44:35
3060,533,644,Wow,2025-08-07 17:07:19
3061,1290,490,Helpful,2025-11-13 22:18:21
3062,3514,880,Sad,2025-09-06 14:59:35
3063,2093,263,Sad,2025-05-15 23:13:35
3064,5132,157,Wow,2025-05-11 02:09:13
3065,1036,1949,Agree,2025-01-03 20:27:58
3066,4068,325,Sad,2025-03-28 17:09:49
3067,2280,521,Sad,2025-07-18 14:47:08
3068,5451,1887,Thank,2025-03-29 00:39:23
3069,1808,246,Agree,2025-05-26 01:54:30
3070,3397,2046,Helpful,2025-08-18 19:33:39
3071,1695,290,Wow,2025-09-30 12:37:40
3072,4507,1702,Sad,2025-08-25 13:04:02
3073,2512,467,Sad,2025-11-15 15:48:38
3074,2946,1617,Sad,2025-10-14 22:39:05
3075,894,1376,Thank,2025-11-06 13:20:46
3076,1744,259,Sad,2025-05-06 15:30:42
3077,5773,1424,Sad,2025-03-27 14:46:49
3078,5568,1167,Wow,2025-10-04 05:42:23
3079,1787,594,Helpful,2025-01-30 14:40:02
3080,2113,2100,Agree,2025-02-27 01:08:08
3081,2634,718,Agree,2025-01-08 01:41:17
3082,4635,331,Smile,2025-10-27 07:15:11
3083,1674,528,Thank,2025-07-04 01:31:34
3084,2950,1489,Wow,2025-09-19 15:53:50
3085,4783,275,Sad,2025-08-17 16:02:30
3086,2994,590,Agree,2025-06-22 22:55:00
3087,3734,683,Sad,2025-10-27 17:40:11
3088,1424,1957,Smile,2025-04-12 17:48:36
3089,2801,824,Sad,2025-04-15 20:38:08
3090,2910,852,Helpful,2025-11-18 21:23:03
3091,6465,1572,Love,2025-10-05 23:59:51
3092,6111,112,Love,2025-06-08 11:06:37
3093,3292,464,Helpful,2025-10-03 12:56:56
3094,2152,1608,Helpful,2025-10-18 14:41:33
3095,3122,1663,Wow,2025-06-11 10:28:08
3096,1504,1390,Love,2025-09-10 11:56:24
3097,705,311,Agree,2025-10-24 21:54:38
3098,5679,1965,Wow,2025-01-21 00:00:19
3099,3307,1771,Thank,2025-08-04 07:31:17
3100,2080,176,Sad,2025-05-06 15:10:50
3101,871,278,Smile,2025-10-11 23:50:44
3102,1216,848,Love,2025-02-02 14:24:44
3103,6263,1601,Sad,2025-11-24 05:28:19
3104,1990,1970,Love,2025-03-04 07:47:13
3105,817,1995,Love,2025-08-02 00:20:14
3106,4654,458,Wow,2025-03-11 22:45:06
3107,5298,1827,Thank,2025-06-08 11:50:34
3108,1425,1521,Helpful,2025-01-14 09:33:25
3109,5758,1215,Agree,2025-11-15 01:07:26
3110,2990,2069,Wow,2025-05-17 00:40:44
3111,1647,1659,Smile,2025-06-12 23:39:26
3112,5434,1172,Sad,2025-12-09 00:47:09
3113,3406,1296,Wow,2025-10-04 05:56:24
3114,5281,1477,Thank,2025-01-14 06:22:47
3115,4986,471,Smile,2025-09-02 15:39:55
3116,3102,1722,Thank,2025-08-09 09:12:47
3117,2044,1725,Helpful,2025-07-31 02:16:52
3118,864,1805,Helpful,2025-05-01 00:54:28
3119,2201,1303,Wow,2025-10-12 14:37:35
3120,3151,1828,Smile,2025-09-07 00:07:49
3121,1093,1572,Agree,2025-02-13 22:22:50
3122,1948,1788,Helpful,2025-08-30 06:54:54
3123,4550,1902,Wow,2025-07-31 22:35:48
