session_id,user_id,game_id,device_type,started_at,ended_at,completed,score
21910,2905,18,alexa,2024-06-19 13:33:40,2024-06-19 14:15:40,1,354
21911,1934,4,alexa,2024-08-14 23:13:21,2024-08-14 23:26:21,1,652
21912,723,2,alexa,2024-07-12 14:55:27,2024-07-12 15:06:27,0,
21913,1297,2,google_home,2024-12-25 18:22:30,2024-12-25 18:29:30,1,1083
21914,2114,24,google_home,2024-12-23 09:02:34,2024-12-23 09:30:34,1,1370
21915,1744,19,alexa,2024-09-21 05:41:25,2024-09-21 05:54:25,0,
21916,136,2,mobile_android,2024-09-04 20:06:26,2024-09-04 20:07:26,0,
21917,2170,24,mobile_ios,2024-04-26 00:55:16,2024-04-26 00:56:16,0,
21918,2983,21,google_home,2024-11-01 13:52:33,2024-11-01 14:02:33,0,
21919,1636,22,mobile_android,2024-07-29 07:41:16,2024-07-29 08:04:16,1,638
21920,1121,3,mobile_ios,2024-11-11 00:16:04,2024-11-11 00:28:04,0,
21921,2116,20,alexa,2024-09-17 21:24:09,2024-09-17 21:37:09,1,279
21922,2631,24,google_home,2024-10-23 06:55:16,2024-10-23 07:28:16,0,
21923,2881,5,google_home,2024-10-02 09:46:53,2024-10-02 09:58:53,1,1652
21924,2674,13,mobile_ios,2024-11-03 16:30:13,2024-11-03 16:39:13,1,925
21925,2361,13,mobile_ios,2024-07-21 21:31:04,2024-07-21 21:37:04,0,
21926,634,7,alexa,2024-06-21 12:18:43,2024-06-21 12:34:43,0,
21927,1745,8,mobile_android,2024-09-29 19:36:51,2024-09-29 19:59:51,0,
21928,410,5,google_home,2024-05-23 20:13:14,2024-05-23 20:25:14,0,
21929,1724,13,google_home,2024-08-04 02:06:19,2024-08-04 02:34:19,0,
21930,1130,4,mobile_android,2024-08-07 09:33:14,2024-08-07 10:17:14,1,1879
21931,452,20,alexa,2024-04-10 19:28:45,2024-04-10 19:33:45,0,
21932,302,7,alexa,2024-10-28 16:33:15,2024-10-28 16:39:15,1,1985
21933,1562,18,mobile_ios,2024-11-27 16:33:03,2024-11-27 17:10:03,1,1054
21934,48,4,google_home,2024-03-18 19:34:51,2024-03-18 19:49:51,0,
21935,892,5,alexa,2024-12-10 21:04:01,2024-12-10 21:21:01,0,
21936,2922,24,google_home,2024-09-30 03:06:16,2024-09-30 03:07:16,0,
21937,2219,9,google_home,2024-12-15 06:13:52,2024-12-15 06:16:52,1,1954
21938,115,21,alexa,2024-12-30 00:49:08,2024-12-30 00:57:08,0,
21939,104,25,mobile_android,2024-11-17 23:37:57,2024-11-18 00:03:57,1,1179
21940,1143,9,google_home,2024-12-22 14:04:49,2024-12-22 14:10:49,0,
21941,1652,8,mobile_ios,2024-06-28 19:24:17,2024-06-28 19:25:17,0,
21942,1129,1,alexa,2024-07-13 21:09:40,2024-07-13 21:24:40,1,136
21943,2619,7,alexa,2024-12-06 17:09:17,2024-12-06 17:53:17,1,1119
21944,462,2,mobile_ios,2024-12-11 11:09:12,2024-12-11 11:28:12,1,1398
21945,69,19,mobile_ios,2024-11-06 07:42:30,2024-11-06 08:26:30,1,780
21946,1350,19,google_home,2024-12-29 19:00:37,2024-12-29 19:07:37,0,
21947,1485,2,alexa,2024-12-09 15:49:43,2024-12-09 15:50:43,0,
21948,322,25,alexa,2024-11-22 21:34:42,2024-11-22 22:16:42,1,1762
21949,1398,7,mobile_ios,2024-04-27 16:00:58,2024-04-27 16:11:58,1,872
21950,1950,3,mobile_android,2024-09-20 22:31:40,2024-09-20 22:56:40,1,1022
21951,685,13,mobile_ios,2024-11-04 02:11:44,2024-11-04 02:16:44,0,
21952,2610,9,mobile_ios,2024-12-09 23:20:48,2024-12-10 00:04:48,1,1307
21953,2673,21,mobile_ios,2024-11-24 05:49:57,2024-11-24 06:16:57,1,115
21954,1862,21,google_home,2024-11-28 07:32:12,2024-11-28 07:36:12,1,1810
21955,1473,2,alexa,2024-06-11 08:28:08,2024-06-11 08:29:08,0,
21956,2665,15,mobile_android,2024-11-04 20:50:26,2024-11-04 20:59:26,0,
21957,1861,21,mobile_ios,2024-04-06 02:58:48,2024-04-06 03:15:48,0,
21958,428,12,google_home,2024-08-21 01:36:19,2024-08-21 02:03:19,1,230
21959,2120,20,mobile_android,2024-12-24 15:29:28,2024-12-24 16:03:28,1,1727
21960,1223,4,mobile_ios,2024-08-18 03:57:19,2024-08-18 04:09:19,0,
21961,908,18,mobile_android,2024-06-26 11:17:45,2024-06-26 11:32:45,0,
21962,1012,18,alexa,2024-12-01 19:20:30,2024-12-01 19:23:30,1,603
21963,1333,15,alexa,2024-12-15 03:49:33,2024-12-15 04:04:33,0,
21964,1008,8,mobile_ios,2024-10-23 18:30:20,2024-10-23 18:36:20,0,
21965,1756,5,alexa,2024-07-25 15:23:08,2024-07-25 15:26:08,0,
21966,1600,3,alexa,2024-12-01 13:00:48,2024-12-01 13:16:48,0,
21967,2151,22,mobile_android,2024-12-10 12:52:18,2024-12-10 13:00:18,1,1858
21968,2192,3,google_home,2024-11-30 15:18:38,2024-11-30 15:27:38,0,
21969,327,4,alexa,2024-11-23 19:24:53,2024-11-23 19:35:53,1,294
21970,36,11,alexa,2024-11-30 21:07:14,2024-11-30 21:22:14,0,
21971,2201,4,alexa,2024-09-14 22:37:56,2024-09-14 23:04:56,1,1794
21972,2557,13,mobile_ios,2024-12-12 16:51:24,2024-12-12 17:19:24,0,
21973,2248,9,mobile_ios,2024-09-26 13:43:28,2024-09-26 14:03:28,1,818
21974,1823,15,mobile_android,2024-09-19 16:02:42,2024-09-19 16:16:42,1,567
21975,837,2,mobile_ios,2024-09-22 16:21:12,2024-09-22 16:36:12,0,
21976,2814,7,alexa,2024-10-12 23:37:17,2024-10-12 23:40:17,0,
21977,2106,5,alexa,2024-08-06 00:19:45,2024-08-06 00:23:45,0,
21978,2101,9,alexa,2024-12-19 11:54:49,2024-12-19 12:09:49,1,1343
21979,1315,21,alexa,2024-12-22 18:22:36,2024-12-22 18:29:36,1,574
21980,2836,6,mobile_android,2024-12-12 02:24:00,2024-12-12 03:07:00,1,905
21981,512,24,google_home,2024-12-21 19:46:49,2024-12-21 20:15:49,0,
21982,2329,22,google_home,2024-12-28 10:12:52,2024-12-28 10:20:52,1,826
21983,1895,1,mobile_ios,2024-10-19 05:26:47,2024-10-19 05:27:47,1,1079
21984,558,12,mobile_android,2024-09-18 19:23:29,2024-09-18 19:29:29,1,619
21985,173,21,mobile_android,2024-12-26 04:39:27,2024-12-26 05:01:27,1,1347
21986,2387,9,alexa,2024-12-14 11:44:59,2024-12-14 11:45:59,0,
21987,118,21,alexa,2024-12-08 01:00:59,2024-12-08 01:10:59,0,
21988,1281,18,alexa,2024-11-15 00:50:04,2024-11-15 01:02:04,0,
21989,2557,2,mobile_ios,2024-12-31 02:50:31,2024-12-31 03:20:31,1,1635
21990,1846,15,alexa,2024-06-15 21:39:21,2024-06-15 22:11:21,1,1808
21991,393,3,mobile_ios,2024-12-17 10:32:01,2024-12-17 10:35:01,0,
21992,1473,22,alexa,2024-12-27 08:03:37,2024-12-27 08:14:37,0,
21993,1347,12,mobile_android,2024-12-01 10:29:54,2024-12-01 10:38:54,1,862
21994,2765,2,alexa,2024-06-22 12:27:16,2024-06-22 12:28:16,0,
21995,326,3,mobile_ios,2024-10-12 00:06:23,2024-10-12 00:34:23,1,1475
21996,1253,12,mobile_ios,2024-12-11 15:12:42,2024-12-11 15:25:42,1,1680
21997,739,16,mobile_ios,2024-12-05 06:08:36,2024-12-05 06:10:36,1,1497
21998,2381,16,alexa,2024-11-30 00:32:18,2024-11-30 00:37:18,0,
21999,200,7,google_home,2024-10-14 23:58:03,2024-10-15 00:21:03,1,1564
22000,1211,3,mobile_ios,2024-10-05 00:10:18,2024-10-05 00:11:18,0,
22001,2860,12,mobile_android,2024-12-04 20:05:40,2024-12-04 20:45:40,0,
22002,701,14,alexa,2024-01-25 02:49:37,2024-01-25 02:58:37,0,
22003,363,12,mobile_android,2024-12-01 18:27:47,2024-12-01 18:29:47,1,943
22004,2882,25,mobile_android,2024-12-15 00:57:16,2024-12-15 01:06:16,0,
22005,1934,15,alexa,2024-04-16 12:39:33,2024-04-16 12:51:33,1,208
22006,1964,16,mobile_ios,2024-11-04 23:09:52,2024-11-04 23:36:52,0,
22007,621,4,mobile_ios,2024-06-28 18:42:23,2024-06-28 18:53:23,0,
22008,2996,18,google_home,2024-03-16 16:14:26,2024-03-16 16:19:26,0,
22009,2223,15,mobile_ios,2024-07-12 11:59:24,2024-07-12 12:11:24,1,238
22010,2143,3,mobile_ios,2024-11-17 03:26:35,2024-11-17 03:33:35,0,
22011,2013,25,google_home,2024-10-19 10:36:59,2024-10-19 11:02:59,0,
22012,287,4,google_home,2024-10-25 15:05:23,2024-10-25 15:24:23,0,
22013,573,15,google_home,2024-12-12 21:01:26,2024-12-12 21:06:26,0,
22014,1390,9,mobile_android,2024-08-30 21:54:06,2024-08-30 22:24:06,0,
22015,1911,25,google_home,2024-12-18 10:08:20,2024-12-18 10:23:20,0,
22016,2730,20,google_home,2024-05-31 22:28:17,2024-05-31 22:31:17,0,
22017,2831,8,alexa,2024-07-31 21:01:10,2024-07-31 21:06:10,0,
22018,1479,24,mobile_ios,2024-10-13 09:26:03,2024-10-13 09:33:03,0,
22019,2154,7,mobile_ios,2024-12-21 06:39:33,2024-12-21 06:54:33,1,771
22020,579,3,mobile_ios,2024-10-26 18:54:26,2024-10-26 19:07:26,1,1798
22021,2194,15,mobile_ios,2024-11-01 16:52:39,2024-11-01 17:02:39,0,
22022,1505,3,alexa,2024-12-06 15:24:42,2024-12-06 16:01:42,1,1810
22023,118,12,alexa,2024-11-06 20:08:19,2024-11-06 20:21:19,0,
22024,634,12,alexa,2024-07-17 15:03:55,2024-07-17 15:20:55,0,
22025,568,15,google_home,2024-10-26 03:51:43,2024-10-26 04:02:43,1,895
22026,2404,19,mobile_android,2024-09-23 18:06:32,2024-09-23 18:33:32,0,
22027,2262,15,google_home,2024-05-25 18:23:11,2024-05-25 18:30:11,0,
22028,631,18,mobile_android,2024-10-13 19:27:39,2024-10-13 19:33:39,0,
22029,2412,19,google_home,2024-10-15 00:40:42,2024-10-15 00:49:42,0,
22030,462,2,mobile_ios,2024-11-16 06:36:10,2024-11-16 06:47:10,1,607
22031,585,3,alexa,2024-12-23 01:56:27,2024-12-23 02:00:27,1,1340
22032,134,7,alexa,2024-09-06 13:25:38,2024-09-06 13:49:38,1,142
22033,1336,16,alexa,2024-12-06 13:31:51,2024-12-06 13:34:51,1,500
22034,2470,8,google_home,2024-11-27 21:37:12,2024-11-27 21:44:12,0,
22035,739,23,mobile_ios,2024-09-26 09:24:46,2024-09-26 09:55:46,1,1810
22036,1427,21,mobile_android,2024-08-10 04:35:52,2024-08-10 04:48:52,1,1340
22037,2278,13,mobile_android,2024-07-31 22:21:59,2024-07-31 22:28:59,0,
22038,2893,20,alexa,2024-11-13 15:11:33,2024-11-13 15:24:33,0,
22039,100,18,mobile_android,2024-10-10 15:58:06,2024-10-10 16:21:06,0,
22040,2543,25,mobile_ios,2024-10-26 16:57:48,2024-10-26 17:06:48,1,1519
22041,401,12,google_home,2024-09-01 02:18:08,2024-09-01 02:29:08,1,864
22042,579,7,mobile_ios,2024-12-14 12:15:12,2024-12-14 12:24:12,0,
22043,49,7,alexa,2024-09-27 09:24:07,2024-09-27 09:37:07,0,
22044,2413,13,alexa,2024-08-01 18:59:25,2024-08-01 19:05:25,0,
22045,2719,15,alexa,2024-10-26 13:20:25,2024-10-26 13:30:25,0,
22046,828,11,alexa,2024-10-10 23:42:02,2024-10-10 23:48:02,0,
22047,2860,3,mobile_android,2024-11-20 23:19:02,2024-11-20 23:29:02,0,
22048,1894,18,alexa,2024-11-10 14:30:28,2024-11-10 14:41:28,1,208
22049,545,12,mobile_android,2024-12-11 16:20:58,2024-12-11 16:33:58,0,
22050,2208,8,alexa,2024-07-07 00:14:47,2024-07-07 00:21:47,1,1380
22051,1388,15,google_home,2024-04-28 20:25:28,2024-04-28 20:43:28,0,
22052,2379,9,mobile_ios,2024-12-03 13:36:14,2024-12-03 13:47:14,1,400
22053,1232,21,alexa,2024-11-03 01:46:57,2024-11-03 02:01:57,1,1873
22054,1180,7,alexa,2024-12-13 04:16:12,2024-12-13 04:41:12,1,1711
22055,437,18,google_home,2024-12-22 04:10:57,2024-12-22 04:24:57,0,
22056,2306,5,google_home,2024-12-10 17:09:22,2024-12-10 17:19:22,0,
22057,2706,3,mobile_ios,2024-12-31 07:48:46,2024-12-31 07:56:46,0,
22058,2463,13,alexa,2024-12-24 11:41:10,2024-12-24 11:43:10,1,1133
22059,2059,20,mobile_ios,2024-08-02 19:20:14,2024-08-02 19:26:14,0,
22060,1008,19,mobile_ios,2024-09-01 13:59:14,2024-09-01 14:04:14,0,
22061,2634,9,google_home,2024-08-29 22:18:57,2024-08-29 22:39:57,1,1830
22062,2208,2,alexa,2024-08-31 12:04:08,2024-08-31 12:36:08,1,1595
22063,76,13,alexa,2024-10-11 03:48:51,2024-10-11 04:10:51,1,1611
22064,1521,18,mobile_ios,2024-12-01 10:23:29,2024-12-01 10:24:29,0,
22065,1789,18,alexa,2024-08-08 12:46:04,2024-08-08 12:57:04,1,1588
22066,2468,18,alexa,2024-12-16 21:15:26,2024-12-16 21:33:26,1,536
22067,2411,19,alexa,2024-11-19 14:42:17,2024-11-19 15:22:17,0,
22068,1123,13,google_home,2024-04-21 10:02:39,2024-04-21 10:21:39,0,
22069,2868,15,google_home,2024-12-12 23:11:09,2024-12-12 23:15:09,0,
22070,1964,25,mobile_ios,2024-10-07 03:20:46,2024-10-07 03:25:46,1,981
22071,2730,1,google_home,2024-08-29 18:21:57,2024-08-29 18:25:57,0,
22072,2478,22,google_home,2024-02-25 21:01:30,2024-02-25 21:04:30,0,
22073,2785,21,mobile_ios,2024-11-20 04:06:16,2024-11-20 04:12:16,0,
22074,1234,3,google_home,2024-08-27 06:59:25,2024-08-27 07:02:25,0,
22075,1153,1,google_home,2024-08-12 11:12:12,2024-08-12 11:35:12,1,1256
22076,223,2,mobile_ios,2024-09-02 23:49:55,2024-09-03 00:01:55,0,
22077,910,3,mobile_ios,2024-11-06 08:28:34,2024-11-06 08:49:34,0,
22078,1971,20,mobile_android,2024-06-08 06:56:44,2024-06-08 07:01:44,0,
22079,1686,5,mobile_ios,2024-09-28 22:27:52,2024-09-28 22:42:52,0,
22080,1019,3,google_home,2024-10-29 23:41:17,2024-10-29 23:48:17,0,
22081,1808,12,alexa,2024-11-30 14:34:03,2024-11-30 14:42:03,0,
22082,2049,25,mobile_ios,2024-11-20 03:06:41,2024-11-20 03:18:41,1,756
22083,91,21,mobile_android,2024-12-21 23:36:30,2024-12-21 23:46:30,1,449
22084,1157,7,alexa,2024-09-11 22:19:14,2024-09-11 22:23:14,0,
22085,1494,5,mobile_android,2024-11-30 01:50:01,2024-11-30 02:24:01,1,1676
22086,1244,15,mobile_android,2024-11-25 11:17:50,2024-11-25 11:22:50,0,
22087,2159,15,google_home,2024-11-07 17:57:05,2024-11-07 18:11:05,0,
22088,908,24,mobile_android,2024-12-13 22:24:53,2024-12-13 22:38:53,1,1505
22089,562,15,mobile_ios,2024-11-25 14:03:07,2024-11-25 14:17:07,1,1421
22090,870,20,alexa,2024-11-21 22:42:56,2024-11-21 22:48:56,1,1568
22091,2869,4,mobile_android,2024-11-09 00:06:21,2024-11-09 00:16:21,1,196
22092,176,17,alexa,2024-12-30 07:40:28,2024-12-30 07:55:28,0,
22093,1615,5,alexa,2024-10-14 13:13:55,2024-10-14 13:16:55,0,
22094,516,19,mobile_android,2024-09-02 18:05:18,2024-09-02 18:06:18,1,702
22095,937,8,mobile_ios,2024-11-07 22:14:56,2024-11-07 22:55:56,1,1014
22096,596,17,mobile_ios,2024-11-24 06:41:39,2024-11-24 06:53:39,0,
22097,1598,23,mobile_ios,2024-12-21 08:05:39,2024-12-21 08:06:39,1,459
22098,2297,13,google_home,2024-12-12 19:21:27,2024-12-12 19:25:27,0,
22099,2647,19,mobile_ios,2024-12-10 02:21:19,2024-12-10 03:01:19,1,1281
22100,1958,19,mobile_ios,2024-07-15 22:05:27,2024-07-15 22:13:27,1,1989
22101,1089,15,mobile_android,2024-08-25 06:36:28,2024-08-25 06:49:28,1,418
22102,2325,21,mobile_ios,2024-11-01 09:17:45,2024-11-01 09:47:45,0,
22103,1734,19,google_home,2024-12-04 02:01:31,2024-12-04 02:10:31,0,
22104,2552,2,google_home,2024-12-24 13:14:18,2024-12-24 13:15:18,0,
22105,1940,3,google_home,2024-12-23 22:37:22,2024-12-23 22:48:22,1,172
22106,1364,24,alexa,2024-12-19 11:44:51,2024-12-19 11:55:51,0,
22107,2666,24,google_home,2024-12-16 21:45:21,2024-12-16 22:00:21,1,783
22108,270,21,google_home,2024-07-01 04:53:32,2024-07-01 05:15:32,1,1981
22109,418,21,google_home,2024-10-08 15:21:22,2024-10-08 15:30:22,1,822
22110,1883,21,mobile_ios,2024-11-16 17:16:12,2024-11-16 17:50:12,1,666
22111,2063,8,google_home,2024-12-12 13:25:13,2024-12-12 13:29:13,0,
22112,656,8,mobile_ios,2024-04-25 06:34:38,2024-04-25 06:41:38,0,
22113,282,19,alexa,2024-11-04 00:32:52,2024-11-04 00:36:52,1,1289
22114,2091,20,alexa,2024-11-05 12:59:34,2024-11-05 13:27:34,1,1817
22115,469,15,google_home,2024-09-05 15:25:26,2024-09-05 15:44:26,0,
22116,172,19,mobile_android,2024-08-14 23:17:56,2024-08-14 23:18:56,1,1566
22117,947,9,alexa,2024-09-30 22:44:59,2024-09-30 23:02:59,1,1189
22118,2193,7,alexa,2024-10-24 14:02:01,2024-10-24 14:41:01,0,
22119,2248,3,mobile_ios,2024-09-29 09:43:37,2024-09-29 09:58:37,1,1996
22120,1774,15,mobile_android,2024-09-10 02:25:36,2024-09-10 02:36:36,1,135
22121,2345,25,google_home,2024-08-31 13:54:35,2024-08-31 13:56:35,0,
22122,346,8,google_home,2024-12-08 01:30:36,2024-12-08 01:40:36,0,
22123,1640,6,alexa,2024-12-04 17:17:01,2024-12-04 18:02:01,1,161
22124,1439,7,google_home,2024-07-07 22:34:42,2024-07-07 22:43:42,0,
22125,2914,16,mobile_ios,2024-07-18 07:30:52,2024-07-18 07:40:52,0,
22126,2002,25,mobile_android,2024-02-25 14:00:53,2024-02-25 14:10:53,1,676
22127,1575,17,alexa,2024-10-16 12:41:39,2024-10-16 12:43:39,1,724
22128,1660,2,alexa,2024-09-29 05:02:09,2024-09-29 05:17:09,0,
22129,2997,7,google_home,2024-10-18 11:15:15,2024-10-18 11:29:15,0,
22130,1351,21,google_home,2024-05-02 14:28:29,2024-05-02 14:41:29,0,
22131,2666,9,google_home,2024-12-19 00:46:54,2024-12-19 00:54:54,1,858
22132,2091,8,alexa,2024-11-26 13:33:32,2024-11-26 13:35:32,0,
22133,1432,8,alexa,2024-12-24 10:49:19,2024-12-24 11:24:19,1,657
22134,2095,7,google_home,2024-08-31 03:42:33,2024-08-31 03:57:33,0,
22135,539,4,mobile_ios,2024-09-30 20:47:04,2024-09-30 20:55:04,1,1430
22136,1975,2,mobile_android,2024-11-20 17:28:34,2024-11-20 17:29:34,0,
22137,1430,24,mobile_android,2024-12-23 03:49:45,2024-12-23 04:28:45,1,1968
22138,898,25,google_home,2024-12-15 07:07:24,2024-12-15 07:16:24,0,
22139,1308,2,mobile_ios,2024-09-11 13:32:35,2024-09-11 13:38:35,0,
22140,2951,2,alexa,2024-08-15 05:11:37,2024-08-15 05:23:37,0,
22141,2615,4,mobile_android,2024-11-08 07:08:39,2024-11-08 07:15:39,0,
22142,1656,15,alexa,2024-05-03 20:26:48,2024-05-03 20:49:48,1,314
22143,1800,13,mobile_ios,2024-12-26 06:42:50,2024-12-26 06:45:50,1,1700
22144,1802,21,mobile_android,2024-11-14 16:57:33,2024-11-14 17:07:33,0,
22145,829,9,google_home,2024-08-24 09:43:00,2024-08-24 09:55:00,1,1578
22146,1012,23,alexa,2024-12-01 12:10:21,2024-12-01 12:23:21,1,1747
22147,2876,20,google_home,2024-11-20 11:24:07,2024-11-20 11:27:07,1,1647
22148,894,21,google_home,2024-10-04 11:19:17,2024-10-04 11:45:17,1,275
22149,2623,19,alexa,2024-09-28 17:33:45,2024-09-28 17:37:45,0,
22150,959,13,alexa,2024-12-09 07:16:32,2024-12-09 07:54:32,1,1180
22151,772,14,alexa,2024-11-22 15:09:18,2024-11-22 15:20:18,1,1771
22152,1849,11,mobile_ios,2024-12-21 02:21:32,2024-12-21 02:39:32,1,972
22153,418,19,google_home,2024-11-01 05:16:58,2024-11-01 05:30:58,0,
22154,2882,17,mobile_android,2024-10-08 18:33:06,2024-10-08 18:40:06,1,763
22155,1578,4,alexa,2024-04-25 22:14:11,2024-04-25 22:17:11,1,137
22156,801,8,google_home,2024-10-26 00:42:43,2024-10-26 00:55:43,1,1054
22157,511,9,mobile_ios,2024-05-01 22:15:45,2024-05-01 22:23:45,0,
22158,1628,21,alexa,2024-12-10 18:34:23,2024-12-10 18:35:23,1,452
22159,2429,9,mobile_ios,2024-07-30 01:02:59,2024-07-30 01:07:59,0,
22160,2278,5,mobile_android,2024-07-08 04:16:00,2024-07-08 04:20:00,0,
22161,1321,16,mobile_ios,2024-12-26 05:52:43,2024-12-26 06:12:43,0,
22162,1382,8,google_home,2024-11-09 22:02:48,2024-11-09 22:21:48,1,1517
22163,2971,7,alexa,2024-11-13 06:42:44,2024-11-13 06:52:44,0,
22164,1054,21,mobile_ios,2024-12-16 06:19:22,2024-12-16 06:26:22,0,
22165,700,4,mobile_ios,2024-09-22 22:55:20,2024-09-22 23:00:20,1,1634
22166,2252,8,google_home,2024-11-30 22:47:45,2024-11-30 22:59:45,0,
22167,1753,22,google_home,2024-05-28 20:25:30,2024-05-28 20:34:30,1,226
22168,981,3,alexa,2024-10-27 13:47:04,2024-10-27 14:00:04,0,
22169,1792,25,mobile_android,2024-10-29 22:26:53,2024-10-29 22:32:53,0,
22170,1264,17,google_home,2024-12-27 04:03:26,2024-12-27 04:13:26,0,
22171,1078,2,mobile_ios,2024-12-07 11:45:02,2024-12-07 12:00:02,0,
22172,61,8,google_home,2024-04-25 05:56:24,2024-04-25 06:25:24,0,
22173,2806,15,google_home,2024-09-22 16:43:17,2024-09-22 16:52:17,0,
22174,363,12,mobile_android,2024-12-14 22:43:16,2024-12-14 22:48:16,1,596
22175,749,2,alexa,2024-08-07 03:26:56,2024-08-07 03:38:56,0,
22176,1080,8,alexa,2024-11-22 01:28:55,2024-11-22 02:09:55,1,944
22177,920,16,alexa,2024-07-29 20:28:54,2024-07-29 20:29:54,0,
22178,2789,13,alexa,2024-12-02 03:44:43,2024-12-02 03:59:43,0,
22179,618,21,alexa,2024-10-31 01:12:26,2024-10-31 01:21:26,0,
22180,946,23,alexa,2024-07-08 19:10:27,2024-07-08 19:27:27,0,
22181,846,4,mobile_ios,2024-01-19 12:33:38,2024-01-19 12:46:38,1,1118
22182,1521,3,mobile_ios,2024-11-19 04:11:43,2024-11-19 04:44:43,1,665
22183,2400,16,mobile_ios,2024-03-23 16:23:09,2024-03-23 16:36:09,0,
22184,2954,16,mobile_ios,2024-07-30 10:13:20,2024-07-30 10:21:20,0,
22185,1497,2,google_home,2024-10-13 17:13:27,2024-10-13 17:32:27,1,480
22186,2982,18,google_home,2024-04-19 15:49:27,2024-04-19 15:56:27,1,940
22187,2522,19,mobile_ios,2024-10-20 16:21:05,2024-10-20 16:43:05,1,1212
22188,2821,3,alexa,2024-10-10 01:53:18,2024-10-10 02:16:18,0,
22189,1180,23,alexa,2024-10-14 11:29:55,2024-10-14 11:32:55,0,
22190,2465,12,alexa,2024-10-28 09:01:54,2024-10-28 09:15:54,0,
22191,576,25,google_home,2024-12-09 11:23:34,2024-12-09 11:28:34,0,
22192,2847,2,alexa,2024-11-15 09:03:23,2024-11-15 09:15:23,1,888
22193,2413,2,alexa,2024-11-02 11:06:53,2024-11-02 11:21:53,1,1307
22194,1343,8,alexa,2024-07-21 09:54:35,2024-07-21 09:58:35,1,1307
22195,535,24,mobile_android,2024-07-20 20:53:40,2024-07-20 20:59:40,1,844
22196,1260,21,google_home,2024-09-20 03:20:55,2024-09-20 03:38:55,0,
22197,2403,16,mobile_ios,2024-11-24 11:42:16,2024-11-24 11:54:16,0,
22198,2441,7,mobile_android,2024-09-03 14:32:46,2024-09-03 14:34:46,0,
22199,1227,8,mobile_ios,2024-10-08 09:18:11,2024-10-08 09:53:11,1,1517
22200,2310,8,google_home,2024-08-16 01:37:50,2024-08-16 02:12:50,1,553
22201,217,23,mobile_android,2024-04-12 16:07:56,2024-04-12 16:10:56,0,
22202,1497,3,google_home,2024-08-22 17:18:41,2024-08-22 17:29:41,1,1195
22203,1906,1,mobile_android,2024-11-02 12:31:18,2024-11-02 12:36:18,1,996
22204,760,21,google_home,2024-09-08 21:23:29,2024-09-08 21:56:29,1,138
22205,2718,17,alexa,2024-07-10 18:02:38,2024-07-10 18:10:38,1,1494
22206,659,14,google_home,2024-08-19 12:20:43,2024-08-19 12:35:43,1,1289
22207,747,16,mobile_android,2024-05-24 03:01:16,2024-05-24 03:33:16,0,
22208,641,12,google_home,2024-05-21 18:22:50,2024-05-21 18:42:50,1,773
22209,2904,18,alexa,2024-11-09 17:49:29,2024-11-09 18:02:29,0,
22210,1388,15,google_home,2024-10-04 18:05:23,2024-10-04 18:23:23,1,1561
22211,2403,2,mobile_ios,2024-11-19 04:43:23,2024-11-19 04:55:23,0,
22212,2152,3,mobile_android,2024-04-13 07:24:23,2024-04-13 07:37:23,0,
22213,605,17,google_home,2024-12-25 03:24:09,2024-12-25 03:44:09,1,840
22214,529,13,google_home,2024-09-21 07:28:37,2024-09-21 07:38:37,1,1136
22215,2660,18,mobile_android,2024-09-28 21:26:04,2024-09-28 21:31:04,1,1209
22216,2748,15,alexa,2024-10-10 15:09:39,2024-10-10 15:14:39,0,
22217,596,19,mobile_ios,2024-12-19 06:10:43,2024-12-19 06:16:43,0,
22218,676,7,mobile_android,2024-06-26 22:35:19,2024-06-26 22:39:19,0,
22219,2413,21,alexa,2024-08-24 21:55:03,2024-08-24 22:07:03,0,
22220,157,15,google_home,2024-12-03 18:56:39,2024-12-03 19:07:39,1,1689
22221,416,9,alexa,2024-04-21 23:15:02,2024-04-21 23:17:02,0,
22222,680,4,mobile_android,2024-09-22 19:31:20,2024-09-22 19:41:20,1,770
22223,2415,18,google_home,2024-12-17 01:24:49,2024-12-17 01:35:49,1,886
22224,1771,14,mobile_ios,2024-10-19 05:20:43,2024-10-19 06:03:43,0,
22225,688,4,alexa,2024-10-05 03:53:41,2024-10-05 04:01:41,1,1316
22226,2724,9,mobile_ios,2024-11-13 02:25:48,2024-11-13 02:43:48,1,1240
22227,995,8,alexa,2024-12-06 08:47:36,2024-12-06 09:04:36,1,1141
22228,969,24,mobile_ios,2024-10-22 14:14:34,2024-10-22 14:19:34,1,487
22229,1630,3,mobile_android,2024-06-26 12:24:46,2024-06-26 12:54:46,1,1536
22230,779,21,mobile_ios,2024-12-04 08:17:27,2024-12-04 08:47:27,0,
22231,2870,14,alexa,2024-12-03 12:54:54,2024-12-03 13:08:54,1,181
22232,2534,23,google_home,2024-03-22 10:48:23,2024-03-22 11:03:23,1,783
22233,1498,8,alexa,2024-10-18 16:18:36,2024-10-18 16:35:36,1,1029
22234,1455,9,alexa,2024-12-14 01:44:30,2024-12-14 02:08:30,1,846
22235,678,24,google_home,2024-08-11 04:06:16,2024-08-11 04:15:16,0,
22236,2157,18,mobile_ios,2024-11-08 22:38:08,2024-11-08 23:02:08,0,
22237,700,20,mobile_ios,2024-12-22 09:59:47,2024-12-22 10:16:47,1,1811
