revenue_id,campaign_id,advertiser_id,advertiser_name,business_category,revenue_date,impressions,clicks,conversions,revenue_amount,advertiser_spend,cpm,cpc,cpa,ctr,conversion_rate,created_at
358,90,36,Hurst-Romero,Home Services,2025-10-15,3403,161,27,2772.43,1815.16,814.7,17.22,102.68,4.73,16.77,2025-10-15 23:59:00
359,90,36,Hurst-Romero,Home Services,2025-10-16,3384,503,86,9157.67,6701.32,2706.17,18.21,106.48,14.86,17.1,2025-10-16 23:59:00
360,90,36,Hurst-Romero,Home Services,2025-10-17,2285,121,14,1652.45,1316.79,723.17,13.66,118.03,5.3,11.57,2025-10-17 23:59:00
361,90,36,Hurst-Romero,Home Services,2025-10-18,3780,292,36,3071.76,2008.51,812.63,10.52,85.33,7.72,12.33,2025-10-18 23:59:00
362,90,36,Hurst-Romero,Home Services,2025-10-19,635,69,4,339.12,213.1,534.05,4.91,84.78,10.87,5.8,2025-10-19 23:59:00
363,90,36,Hurst-Romero,Home Services,2025-10-20,2066,87,10,846.31,540.47,409.64,9.73,84.63,4.21,11.49,2025-10-20 23:59:00
364,90,36,Hurst-Romero,Home Services,2025-10-21,267,24,4,400.76,321.99,1500.97,16.7,100.19,8.99,16.67,2025-10-21 23:59:00
365,90,36,Hurst-Romero,Home Services,2025-10-22,2829,257,23,1970.73,1400.69,696.62,7.67,85.68,9.08,8.95,2025-10-22 23:59:00
366,90,36,Hurst-Romero,Home Services,2025-10-23,4657,397,52,6372.34,4190.76,1368.34,16.05,122.55,8.52,13.1,2025-10-23 23:59:00
367,96,29,Wilson LLC,Retail,2025-09-16,2980,357,19,3768.08,2475.29,1264.46,10.55,198.32,11.98,5.32,2025-09-16 23:59:00
368,96,29,Wilson LLC,Retail,2025-09-17,954,125,16,1365.34,830.02,1431.17,10.92,85.33,13.1,12.8,2025-09-17 23:59:00
369,96,29,Wilson LLC,Retail,2025-09-18,3602,261,63,3566.58,2275.7,990.17,13.67,56.61,7.25,24.14,2025-09-18 23:59:00
370,96,29,Wilson LLC,Retail,2025-09-19,1490,192,45,2500.03,1577.36,1677.87,13.02,55.56,12.89,23.44,2025-09-19 23:59:00
371,96,29,Wilson LLC,Retail,2025-09-20,2306,263,50,3304.85,2071.54,1433.15,12.57,66.1,11.41,19.01,2025-09-20 23:59:00
372,96,29,Wilson LLC,Retail,2025-09-21,4774,162,23,2211.33,1575.39,463.2,13.65,96.14,3.39,14.2,2025-09-21 23:59:00
373,96,29,Wilson LLC,Retail,2025-09-22,4951,334,63,3290.08,2039.29,664.53,9.85,52.22,6.75,18.86,2025-09-22 23:59:00
374,96,29,Wilson LLC,Retail,2025-09-23,134,3,0,32.89,25.93,245.45,10.96,0.0,2.24,0.0,2025-09-23 23:59:00
375,96,29,Wilson LLC,Retail,2025-09-24,3063,294,30,3000.48,2205.65,979.59,10.21,100.02,9.6,10.2,2025-09-24 23:59:00
376,96,29,Wilson LLC,Retail,2025-09-25,324,24,3,318.9,202.09,984.26,13.29,106.3,7.41,12.5,2025-09-25 23:59:00
377,96,29,Wilson LLC,Retail,2025-09-26,2601,116,9,1298.84,813.52,499.36,11.2,144.32,4.46,7.76,2025-09-26 23:59:00
378,96,29,Wilson LLC,Retail,2025-09-27,356,36,7,421.06,329.26,1182.75,11.7,60.15,10.11,19.44,2025-09-27 23:59:00
379,96,29,Wilson LLC,Retail,2025-09-28,365,38,3,402.19,252.12,1101.89,10.58,134.06,10.41,7.89,2025-09-28 23:59:00
380,96,29,Wilson LLC,Retail,2025-09-29,1928,172,34,2076.35,1728.47,1076.95,12.07,61.07,8.92,19.77,2025-09-29 23:59:00
381,96,29,Wilson LLC,Retail,2025-09-30,4696,317,68,3221.81,2062.45,686.08,10.16,47.38,6.75,21.45,2025-09-30 23:59:00
382,96,29,Wilson LLC,Retail,2025-10-01,1431,80,15,1038.88,824.7,725.98,12.99,69.26,5.59,18.75,2025-10-01 23:59:00
383,96,29,Wilson LLC,Retail,2025-10-02,241,7,0,80.6,64.8,334.44,11.51,0.0,2.9,0.0,2025-10-02 23:59:00
384,96,29,Wilson LLC,Retail,2025-10-03,4510,174,24,2127.92,1706.01,471.82,12.23,88.66,3.86,13.79,2025-10-03 23:59:00
385,96,29,Wilson LLC,Retail,2025-10-04,4334,144,13,1849.03,1279.2,426.63,12.84,142.23,3.32,9.03,2025-10-04 23:59:00
386,96,29,Wilson LLC,Retail,2025-10-05,1576,61,6,605.52,502.58,384.21,9.93,100.92,3.87,9.84,2025-10-05 23:59:00
387,96,29,Wilson LLC,Retail,2025-10-06,2042,90,12,1200.68,859.94,587.99,13.34,100.06,4.41,13.33,2025-10-06 23:59:00
388,96,29,Wilson LLC,Retail,2025-10-07,912,42,4,417.85,321.55,458.17,9.95,104.46,4.61,9.52,2025-10-07 23:59:00
389,96,29,Wilson LLC,Retail,2025-10-08,3139,341,17,3396.77,2187.58,1082.12,9.96,199.81,10.86,4.99,2025-10-08 23:59:00
390,96,29,Wilson LLC,Retail,2025-10-09,2175,116,22,1296.6,909.49,596.14,11.18,58.94,5.33,18.97,2025-10-09 23:59:00
391,96,29,Wilson LLC,Retail,2025-10-10,2148,228,31,2235.59,1506.05,1040.78,9.81,72.12,10.61,13.6,2025-10-10 23:59:00
392,96,29,Wilson LLC,Retail,2025-10-11,3345,311,41,2990.34,2399.38,893.97,9.62,72.94,9.3,13.18,2025-10-11 23:59:00
393,106,7,"Wells, Moss and Rodriguez",Restaurant,2025-09-16,3448,419,97,39.06,25.42,11.33,0.09,0.4,12.15,23.15,2025-09-16 23:59:00
394,106,7,"Wells, Moss and Rodriguez",Restaurant,2025-09-17,3671,408,71,50.02,36.04,13.63,0.12,0.7,11.11,17.4,2025-09-17 23:59:00
395,106,7,"Wells, Moss and Rodriguez",Restaurant,2025-09-18,2941,388,67,35.63,25.21,12.11,0.09,0.53,13.19,17.27,2025-09-18 23:59:00
396,106,7,"Wells, Moss and Rodriguez",Restaurant,2025-09-19,4628,431,39,65.23,40.74,14.09,0.15,1.67,9.31,9.05,2025-09-19 23:59:00
397,106,7,"Wells, Moss and Rodriguez",Restaurant,2025-09-20,2844,86,17,42.5,30.69,14.94,0.49,2.5,3.02,19.77,2025-09-20 23:59:00
398,106,7,"Wells, Moss and Rodriguez",Restaurant,2025-09-21,669,81,15,9.5,7.14,14.2,0.12,0.63,12.11,18.52,2025-09-21 23:59:00
399,106,7,"Wells, Moss and Rodriguez",Restaurant,2025-09-22,1849,184,32,26.22,15.8,14.18,0.14,0.82,9.95,17.39,2025-09-22 23:59:00
400,106,7,"Wells, Moss and Rodriguez",Restaurant,2025-09-23,3150,209,51,46.34,35.14,14.71,0.22,0.91,6.63,24.4,2025-09-23 23:59:00
401,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-16,2578,245,13,903.24,664.82,350.36,3.69,69.48,9.5,5.31,2025-09-16 23:59:00
402,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-17,114,10,2,147.0,94.18,1289.47,14.7,73.5,8.77,20.0,2025-09-17 23:59:00
403,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-18,4694,369,76,4982.39,3304.35,1061.44,13.5,65.56,7.86,20.6,2025-09-18 23:59:00
404,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-19,1704,140,32,2697.13,1931.59,1582.82,19.27,84.29,8.22,22.86,2025-09-19 23:59:00
405,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-20,213,5,1,67.02,41.66,314.65,13.4,67.02,2.35,20.0,2025-09-20 23:59:00
406,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-21,4045,405,42,3551.58,2337.19,878.02,8.77,84.56,10.01,10.37,2025-09-21 23:59:00
407,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-22,1923,199,46,3411.96,2448.1,1774.29,17.15,74.17,10.35,23.12,2025-09-22 23:59:00
408,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-23,1862,262,35,2380.41,1710.43,1278.42,9.09,68.01,14.07,13.36,2025-09-23 23:59:00
409,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-24,2325,221,15,1260.29,1051.19,542.06,5.7,84.02,9.51,6.79,2025-09-24 23:59:00
410,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-25,618,40,3,186.54,155.19,301.84,4.66,62.18,6.47,7.5,2025-09-25 23:59:00
411,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-26,3830,437,107,7904.19,5333.5,2063.76,18.09,73.87,11.41,24.49,2025-09-26 23:59:00
412,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-27,1387,205,40,2713.18,1698.35,1956.15,13.24,67.83,14.78,19.51,2025-09-27 23:59:00
413,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-28,4672,385,91,6305.4,4223.87,1349.61,16.38,69.29,8.24,23.64,2025-09-28 23:59:00
414,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-29,1677,173,16,980.28,682.39,584.54,5.67,61.27,10.32,9.25,2025-09-29 23:59:00
415,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-09-30,143,7,1,72.89,49.47,509.72,10.41,72.89,4.9,14.29,2025-09-30 23:59:00
416,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-01,3519,527,125,10403.27,8374.06,2956.31,19.74,83.23,14.98,23.72,2025-10-01 23:59:00
417,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-02,915,37,3,245.01,203.48,267.77,6.62,81.67,4.04,8.11,2025-10-02 23:59:00
418,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-03,1292,46,3,206.74,149.09,160.02,4.49,68.91,3.56,6.52,2025-10-03 23:59:00
419,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-04,2544,107,22,1812.28,1510.36,712.37,16.94,82.38,4.21,20.56,2025-10-04 23:59:00
420,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-05,4473,270,60,3870.88,2854.42,865.39,14.34,64.51,6.04,22.22,2025-10-05 23:59:00
421,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-06,1482,48,11,888.98,713.51,599.85,18.52,80.82,3.24,22.92,2025-10-06 23:59:00
422,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-07,635,41,9,589.78,466.61,928.79,14.38,65.53,6.46,21.95,2025-10-07 23:59:00
423,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-08,2600,350,18,1209.37,941.81,465.14,3.46,67.19,13.46,5.14,2025-10-08 23:59:00
424,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-09,3895,582,73,4302.45,2754.18,1104.61,7.39,58.94,14.94,12.54,2025-10-09 23:59:00
425,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-10,2573,56,7,574.86,423.83,223.42,10.27,82.12,2.18,12.5,2025-10-10 23:59:00
426,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-11,4707,244,30,1908.44,1280.39,405.45,7.82,63.61,5.18,12.3,2025-10-11 23:59:00
427,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-12,1021,94,8,480.43,321.01,470.55,5.11,60.05,9.21,8.51,2025-10-12 23:59:00
428,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-13,1858,92,9,737.31,550.98,396.83,8.01,81.92,4.95,9.78,2025-10-13 23:59:00
429,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-14,1491,96,4,280.16,176.3,187.9,2.92,70.04,6.44,4.17,2025-10-14 23:59:00
430,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-15,2251,222,20,1542.21,1222.33,685.12,6.95,77.11,9.86,9.01,2025-10-15 23:59:00
431,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-16,1516,201,32,2564.81,2092.55,1691.83,12.76,80.15,13.26,15.92,2025-10-16 23:59:00
432,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-17,2709,156,22,1862.85,1134.92,687.65,11.94,84.67,5.76,14.1,2025-10-17 23:59:00
433,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-18,4545,664,99,7228.68,5328.35,1590.47,10.89,73.02,14.61,14.91,2025-10-18 23:59:00
434,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-19,2522,191,14,1214.12,865.49,481.41,6.36,86.72,7.57,7.33,2025-10-19 23:59:00
435,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-20,4553,584,62,5165.19,3324.14,1134.46,8.84,83.31,12.83,10.62,2025-10-20 23:59:00
436,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-21,2000,268,22,1379.11,902.43,689.55,5.15,62.69,13.4,8.21,2025-10-21 23:59:00
437,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-22,559,17,2,138.51,110.43,247.78,8.15,69.25,3.04,11.76,2025-10-22 23:59:00
438,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-23,4815,524,104,6899.46,4584.49,1432.91,13.17,66.34,10.88,19.85,2025-10-23 23:59:00
439,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-24,3811,307,23,1827.63,1254.69,479.57,5.95,79.46,8.06,7.49,2025-10-24 23:59:00
440,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-25,3314,247,23,1999.77,1401.77,603.43,8.1,86.95,7.45,9.31,2025-10-25 23:59:00
441,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-26,3960,265,64,4884.06,3284.47,1233.35,18.43,76.31,6.69,24.15,2025-10-26 23:59:00
442,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-27,594,40,6,386.09,251.46,649.98,9.65,64.35,6.73,15.0,2025-10-27 23:59:00
443,110,48,"Hamilton, Barnes and Christian",Pet Services,2025-10-28,4482,433,70,5041.87,3753.33,1124.92,11.64,72.03,9.66,16.17,2025-10-28 23:59:00
444,121,16,Ruiz-Hall,Restaurant,2025-09-16,1825,255,45,7.07,4.33,3.87,0.03,0.16,13.97,17.65,2025-09-16 23:59:00
445,121,16,Ruiz-Hall,Restaurant,2025-09-17,3948,365,74,18.04,12.07,4.57,0.05,0.24,9.25,20.27,2025-09-17 23:59:00
446,121,16,Ruiz-Hall,Restaurant,2025-09-18,2450,71,13,8.88,6.02,3.62,0.13,0.68,2.9,18.31,2025-09-18 23:59:00
447,121,16,Ruiz-Hall,Restaurant,2025-09-19,1647,65,16,6.51,4.17,3.95,0.1,0.41,3.95,24.62,2025-09-19 23:59:00
448,121,16,Ruiz-Hall,Restaurant,2025-09-20,3172,140,24,11.7,7.78,3.69,0.08,0.49,4.41,17.14,2025-09-20 23:59:00
449,121,16,Ruiz-Hall,Restaurant,2025-09-21,915,68,13,3.54,2.17,3.87,0.05,0.27,7.43,19.12,2025-09-21 23:59:00
450,121,16,Ruiz-Hall,Restaurant,2025-09-22,2593,158,17,13.09,9.34,5.05,0.08,0.77,6.09,10.76,2025-09-22 23:59:00
451,121,16,Ruiz-Hall,Restaurant,2025-09-23,3748,440,36,15.96,13.13,4.26,0.04,0.44,11.74,8.18,2025-09-23 23:59:00
452,121,16,Ruiz-Hall,Restaurant,2025-09-24,2434,342,22,11.85,8.05,4.87,0.03,0.54,14.05,6.43,2025-09-24 23:59:00
453,121,16,Ruiz-Hall,Restaurant,2025-09-25,807,44,3,3.89,3.0,4.82,0.09,1.3,5.45,6.82,2025-09-25 23:59:00
454,121,16,Ruiz-Hall,Restaurant,2025-09-26,4571,541,85,23.31,18.23,5.1,0.04,0.27,11.84,15.71,2025-09-26 23:59:00
455,121,16,Ruiz-Hall,Restaurant,2025-09-27,552,69,13,2.39,2.0,4.33,0.03,0.18,12.5,18.84,2025-09-27 23:59:00
456,126,48,Williams-Guzman,Retail,2025-09-16,4566,522,120,50.22,37.87,11.0,0.1,0.42,11.43,22.99,2025-09-16 23:59:00
457,126,48,Williams-Guzman,Retail,2025-09-17,4411,181,43,64.21,38.59,14.56,0.35,1.49,4.1,23.76,2025-09-17 23:59:00
458,126,48,Williams-Guzman,Retail,2025-09-18,3718,220,28,47.5,38.0,12.78,0.22,1.7,5.92,12.73,2025-09-18 23:59:00
459,126,48,Williams-Guzman,Retail,2025-09-19,449,27,6,6.38,5.04,14.21,0.24,1.06,6.01,22.22,2025-09-19 23:59:00
460,126,48,Williams-Guzman,Retail,2025-09-20,4055,262,64,55.37,41.66,13.65,0.21,0.87,6.46,24.43,2025-09-20 23:59:00
461,126,48,Williams-Guzman,Retail,2025-09-21,3322,323,43,36.66,28.64,11.04,0.11,0.85,9.72,13.31,2025-09-21 23:59:00
462,126,48,Williams-Guzman,Retail,2025-09-22,3233,263,40,42.24,29.74,13.07,0.16,1.06,8.13,15.21,2025-09-22 23:59:00
463,126,48,Williams-Guzman,Retail,2025-09-23,2234,268,60,30.6,20.18,13.7,0.11,0.51,12.0,22.39,2025-09-23 23:59:00
464,126,48,Williams-Guzman,Retail,2025-09-24,4193,141,21,59.85,39.83,14.27,0.42,2.85,3.36,14.89,2025-09-24 23:59:00
465,126,48,Williams-Guzman,Retail,2025-09-25,3546,243,52,51.35,40.65,14.48,0.21,0.99,6.85,21.4,2025-09-25 23:59:00
466,126,48,Williams-Guzman,Retail,2025-09-26,1827,50,3,19.43,12.52,10.63,0.39,6.48,2.74,6.0,2025-09-26 23:59:00
467,126,48,Williams-Guzman,Retail,2025-09-27,1874,102,5,27.69,19.73,14.78,0.27,5.54,5.44,4.9,2025-09-27 23:59:00
468,126,48,Williams-Guzman,Retail,2025-09-28,473,40,6,6.32,4.74,13.36,0.16,1.05,8.46,15.0,2025-09-28 23:59:00
469,126,48,Williams-Guzman,Retail,2025-09-29,1956,287,19,26.44,18.36,13.52,0.09,1.39,14.67,6.62,2025-09-29 23:59:00
470,126,48,Williams-Guzman,Retail,2025-09-30,2788,230,35,30.32,18.35,10.88,0.13,0.87,8.25,15.22,2025-09-30 23:59:00
471,126,48,Williams-Guzman,Retail,2025-10-01,2130,147,15,30.02,18.84,14.09,0.2,2.0,6.9,10.2,2025-10-01 23:59:00
472,126,48,Williams-Guzman,Retail,2025-10-02,895,58,10,9.89,7.45,11.05,0.17,0.99,6.48,17.24,2025-10-02 23:59:00
473,126,48,Williams-Guzman,Retail,2025-10-03,320,45,5,4.13,2.58,12.91,0.09,0.83,14.06,11.11,2025-10-03 23:59:00
474,126,48,Williams-Guzman,Retail,2025-10-04,4377,271,60,50.04,35.05,11.43,0.18,0.83,6.19,22.14,2025-10-04 23:59:00
475,126,48,Williams-Guzman,Retail,2025-10-05,3790,417,31,50.76,32.96,13.39,0.12,1.64,11.0,7.43,2025-10-05 23:59:00
476,126,48,Williams-Guzman,Retail,2025-10-06,846,118,27,11.55,9.28,13.65,0.1,0.43,13.95,22.88,2025-10-06 23:59:00
477,126,48,Williams-Guzman,Retail,2025-10-07,3192,278,65,38.85,26.81,12.17,0.14,0.6,8.71,23.38,2025-10-07 23:59:00
478,126,48,Williams-Guzman,Retail,2025-10-08,2794,361,88,28.99,22.9,10.38,0.08,0.33,12.92,24.38,2025-10-08 23:59:00
479,126,48,Williams-Guzman,Retail,2025-10-09,178,11,2,2.68,1.82,15.06,0.24,1.34,6.18,18.18,2025-10-09 23:59:00
480,126,48,Williams-Guzman,Retail,2025-10-10,1882,78,9,20.45,13.67,10.87,0.26,2.27,4.14,11.54,2025-10-10 23:59:00
481,126,48,Williams-Guzman,Retail,2025-10-11,2533,373,28,32.39,24.04,12.79,0.09,1.16,14.73,7.51,2025-10-11 23:59:00
482,126,48,Williams-Guzman,Retail,2025-10-12,3469,141,33,39.84,28.65,11.48,0.28,1.21,4.06,23.4,2025-10-12 23:59:00
483,126,48,Williams-Guzman,Retail,2025-10-13,4765,490,83,51.72,41.0,10.85,0.11,0.62,10.28,16.94,2025-10-13 23:59:00
484,126,48,Williams-Guzman,Retail,2025-10-14,4052,476,98,49.4,30.81,12.19,0.1,0.5,11.75,20.59,2025-10-14 23:59:00
485,126,48,Williams-Guzman,Retail,2025-10-15,3728,220,49,38.35,27.52,10.29,0.17,0.78,5.9,22.27,2025-10-15 23:59:00
486,126,48,Williams-Guzman,Retail,2025-10-16,2363,327,37,31.14,22.78,13.18,0.1,0.84,13.84,11.31,2025-10-16 23:59:00
487,126,48,Williams-Guzman,Retail,2025-10-17,2442,334,26,31.93,24.3,13.08,0.1,1.23,13.68,7.78,2025-10-17 23:59:00
488,126,48,Williams-Guzman,Retail,2025-10-18,3312,222,41,48.74,36.29,14.72,0.22,1.19,6.7,18.47,2025-10-18 23:59:00
489,126,48,Williams-Guzman,Retail,2025-10-19,1931,233,57,21.23,15.54,10.99,0.09,0.37,12.07,24.46,2025-10-19 23:59:00
490,127,11,Lin LLC,Healthcare,2025-09-21,1340,145,10,1426.57,859.88,1064.6,9.84,142.66,10.82,6.9,2025-09-21 23:59:00
491,127,11,Lin LLC,Healthcare,2025-09-22,4526,321,55,6527.86,4937.29,1442.3,20.34,118.69,7.09,17.13,2025-09-22 23:59:00
492,127,11,Lin LLC,Healthcare,2025-09-23,715,46,10,1371.07,979.92,1917.58,29.81,137.11,6.43,21.74,2025-09-23 23:59:00
493,127,11,Lin LLC,Healthcare,2025-09-24,4114,145,7,895.04,551.57,217.56,6.17,127.86,3.52,4.83,2025-09-24 23:59:00
494,127,11,Lin LLC,Healthcare,2025-09-25,1154,171,12,1419.11,935.29,1229.73,8.3,118.26,14.82,7.02,2025-09-25 23:59:00
495,127,11,Lin LLC,Healthcare,2025-09-26,3412,155,16,2079.34,1268.42,609.42,13.42,129.96,4.54,10.32,2025-09-26 23:59:00
496,127,11,Lin LLC,Healthcare,2025-09-27,4966,240,20,2307.52,1467.84,464.66,9.61,115.38,4.83,8.33,2025-09-27 23:59:00
497,127,11,Lin LLC,Healthcare,2025-09-28,2799,189,38,4176.21,2740.43,1492.04,22.1,109.9,6.75,20.11,2025-09-28 23:59:00
498,127,11,Lin LLC,Healthcare,2025-09-29,4707,531,120,14086.2,10706.23,2992.61,26.53,117.39,11.28,22.6,2025-09-29 23:59:00
499,127,11,Lin LLC,Healthcare,2025-09-30,2721,367,73,8356.93,7038.47,3071.27,22.77,114.48,13.49,19.89,2025-09-30 23:59:00
500,127,11,Lin LLC,Healthcare,2025-10-01,3247,429,35,5496.45,4474.32,1692.78,12.81,157.04,13.21,8.16,2025-10-01 23:59:00
501,127,11,Lin LLC,Healthcare,2025-10-02,2409,195,35,4928.34,4005.68,2045.8,25.27,140.81,8.09,17.95,2025-10-02 23:59:00
502,127,11,Lin LLC,Healthcare,2025-10-03,3042,220,19,2269.08,1905.39,745.92,10.31,119.43,7.23,8.64,2025-10-03 23:59:00
503,127,11,Lin LLC,Healthcare,2025-10-04,374,42,3,453.2,300.64,1211.76,10.79,151.07,11.23,7.14,2025-10-04 23:59:00
504,127,11,Lin LLC,Healthcare,2025-10-05,3565,455,97,14321.1,8905.14,4017.14,31.47,147.64,12.76,21.32,2025-10-05 23:59:00
505,146,23,Thomas-Bishop,Insurance,2025-09-16,4005,249,41,15.19,11.06,3.79,0.06,0.37,6.22,16.47,2025-09-16 23:59:00
506,146,23,Thomas-Bishop,Insurance,2025-09-17,457,41,7,1.43,1.14,3.13,0.03,0.2,8.97,17.07,2025-09-17 23:59:00
507,146,23,Thomas-Bishop,Insurance,2025-09-18,1549,109,23,6.44,4.41,4.16,0.06,0.28,7.04,21.1,2025-09-18 23:59:00
508,146,23,Thomas-Bishop,Insurance,2025-09-19,3261,445,53,12.75,8.81,3.91,0.03,0.24,13.65,11.91,2025-09-19 23:59:00
509,146,23,Thomas-Bishop,Insurance,2025-09-20,1457,143,25,6.13,4.6,4.21,0.04,0.25,9.81,17.48,2025-09-20 23:59:00
510,146,23,Thomas-Bishop,Insurance,2025-09-21,3289,95,14,12.87,10.82,3.91,0.14,0.92,2.89,14.74,2025-09-21 23:59:00
511,146,23,Thomas-Bishop,Insurance,2025-09-22,1390,51,8,4.5,3.42,3.24,0.09,0.56,3.67,15.69,2025-09-22 23:59:00
512,146,23,Thomas-Bishop,Insurance,2025-09-23,3143,421,95,9.76,6.81,3.11,0.02,0.1,13.39,22.57,2025-09-23 23:59:00
513,146,23,Thomas-Bishop,Insurance,2025-09-24,785,116,28,3.06,2.09,3.9,0.03,0.11,14.78,24.14,2025-09-24 23:59:00
514,161,5,Bird-Collins,Pet Services,2025-09-16,2695,257,34,16.83,10.82,6.24,0.07,0.49,9.54,13.23,2025-09-16 23:59:00
515,163,8,"Parks, Lucero and Hall",Travel,2025-09-16,1507,160,34,19.34,12.88,12.83,0.12,0.57,10.62,21.25,2025-09-16 23:59:00
516,163,8,"Parks, Lucero and Hall",Travel,2025-09-17,2016,206,41,23.53,16.26,11.67,0.11,0.57,10.22,19.9,2025-09-17 23:59:00
517,163,8,"Parks, Lucero and Hall",Travel,2025-09-18,3819,507,126,40.25,26.38,10.54,0.08,0.32,13.28,24.85,2025-09-18 23:59:00
518,163,8,"Parks, Lucero and Hall",Travel,2025-09-19,2426,271,32,25.2,15.31,10.39,0.09,0.79,11.17,11.81,2025-09-19 23:59:00
519,163,8,"Parks, Lucero and Hall",Travel,2025-09-20,3968,309,31,48.0,30.69,12.1,0.16,1.55,7.79,10.03,2025-09-20 23:59:00
520,163,8,"Parks, Lucero and Hall",Travel,2025-09-21,1524,77,11,18.19,13.52,11.94,0.24,1.65,5.05,14.29,2025-09-21 23:59:00
521,163,8,"Parks, Lucero and Hall",Travel,2025-09-22,1783,122,23,23.01,14.8,12.91,0.19,1.0,6.84,18.85,2025-09-22 23:59:00
522,163,8,"Parks, Lucero and Hall",Travel,2025-09-23,1089,81,15,13.03,9.17,11.97,0.16,0.87,7.44,18.52,2025-09-23 23:59:00
523,163,8,"Parks, Lucero and Hall",Travel,2025-09-24,431,34,2,5.55,4.04,12.88,0.16,2.77,7.89,5.88,2025-09-24 23:59:00
524,163,8,"Parks, Lucero and Hall",Travel,2025-09-25,1487,157,19,19.12,15.26,12.86,0.12,1.01,10.56,12.1,2025-09-25 23:59:00
525,163,8,"Parks, Lucero and Hall",Travel,2025-09-26,3808,124,30,53.74,38.96,14.11,0.43,1.79,3.26,24.19,2025-09-26 23:59:00
526,163,8,"Parks, Lucero and Hall",Travel,2025-09-27,4358,433,82,52.39,36.71,12.02,0.12,0.64,9.94,18.94,2025-09-27 23:59:00
527,163,8,"Parks, Lucero and Hall",Travel,2025-09-28,2730,402,95,39.99,26.47,14.65,0.1,0.42,14.73,23.63,2025-09-28 23:59:00
528,163,8,"Parks, Lucero and Hall",Travel,2025-09-29,3205,472,117,35.91,26.54,11.2,0.08,0.31,14.73,24.79,2025-09-29 23:59:00
529,163,8,"Parks, Lucero and Hall",Travel,2025-09-30,2362,190,23,30.46,25.79,12.9,0.16,1.32,8.04,12.11,2025-09-30 23:59:00
530,163,8,"Parks, Lucero and Hall",Travel,2025-10-01,3466,294,23,37.42,29.1,10.8,0.13,1.63,8.48,7.82,2025-10-01 23:59:00
531,163,8,"Parks, Lucero and Hall",Travel,2025-10-02,727,39,7,9.0,5.92,12.38,0.23,1.29,5.36,17.95,2025-10-02 23:59:00
532,163,8,"Parks, Lucero and Hall",Travel,2025-10-03,2304,300,70,27.47,22.71,11.92,0.09,0.39,13.02,23.33,2025-10-03 23:59:00
533,164,41,Kirby-Haney,Beauty & Spa,2025-09-21,1290,109,6,2.63,2.13,2.04,0.02,0.44,8.45,5.5,2025-09-21 23:59:00
534,164,41,Kirby-Haney,Beauty & Spa,2025-09-22,455,51,7,0.81,0.57,1.78,0.02,0.12,11.21,13.73,2025-09-22 23:59:00
535,164,41,Kirby-Haney,Beauty & Spa,2025-09-23,1240,65,4,2.9,2.37,2.34,0.04,0.72,5.24,6.15,2025-09-23 23:59:00
