impression_id,campaign_id,user_id,neighborhood_id,ad_type,ad_placement,device_type,is_viewable,view_duration_seconds,session_id,created_at
29332,33,4862,33,Local Deal,Story,Mobile,True,4,8d763d29,2025-04-14 13:23:32
29333,141,4712,12,Native,Right Rail,Mobile,True,52,40df613f,2025-03-03 20:34:46
29334,74,4394,17,Sponsored Post,Right Rail,Desktop,False,5,69f8e6e9,2025-07-10 09:20:55
29335,11,3811,37,Display,Right Rail,Tablet,False,52,1b8e6079,2025-11-11 17:22:02
29336,118,4544,17,Local Deal,Search Results,Desktop,True,1,6ee27774,2025-05-31 10:24:24
29337,160,602,1,Display,Notification,Tablet,True,15,aff0b02c,2025-07-11 19:34:36
29338,161,4496,9,Video,Right Rail,Desktop,True,1,45caf2da,2025-07-19 09:35:15
29339,177,1747,2,Local Deal,Search Results,Desktop,True,8,1f5174e8,2025-09-13 08:31:06
29340,161,1039,14,Video,Right Rail,Desktop,True,7,edceebd6,2025-09-03 18:13:59
29341,162,2150,22,Video,Right Rail,Tablet,True,10,dee80eaf,2025-01-13 18:42:09
29342,137,3973,43,Video,Search Results,Tablet,False,34,fdb1e31b,2025-02-04 01:14:39
29343,52,3295,23,Sponsored Post,Story,Tablet,True,38,da06452a,2025-03-07 19:24:21
29344,71,757,7,Display,Notification,Desktop,True,10,714a4f81,2025-06-27 13:38:34
29345,46,1457,15,Video,Search Results,Mobile,True,22,be7d5fff,2025-08-29 18:06:36
29346,171,4356,26,Local Deal,Story,Tablet,True,42,9d36445b,2025-03-30 16:19:31
29347,173,3616,26,Sponsored Post,Search Results,Tablet,True,2,29dad05b,2025-10-10 16:26:47
29348,48,2399,45,Native,Notification,Mobile,True,8,99e16195,2025-06-24 21:55:23
29349,182,2607,34,Display,Search Results,Desktop,True,9,6148842e,2025-07-02 00:20:11
29350,45,2817,1,Display,Right Rail,Desktop,True,33,0687d3a4,2025-08-10 05:20:39
29351,154,3333,5,Display,Feed,Tablet,True,3,1bf8f9dd,2025-08-10 23:39:41
29352,100,4240,42,Native,Feed,Desktop,False,4,e062eb4e,2025-06-09 22:27:03
29353,148,4309,38,Display,Search Results,Mobile,True,54,7bdb5ee6,2025-06-04 22:27:52
29354,163,1667,43,Sponsored Post,Story,Tablet,True,10,dd7d0e30,2025-09-13 19:26:12
29355,13,3277,39,Local Deal,Right Rail,Tablet,True,0,82eb6623,2025-01-28 20:59:50
29356,78,3694,11,Local Deal,Notification,Desktop,False,0,25feb6ca,2025-02-26 10:28:48
29357,138,4171,23,Local Deal,Search Results,Mobile,True,1,0882ff1c,2025-08-20 19:59:44
29358,121,4165,42,Local Deal,Right Rail,Tablet,True,9,710a33d5,2025-08-16 15:56:46
29359,83,2588,13,Display,Feed,Tablet,False,5,daa5b205,2025-06-14 08:01:33
29360,32,2707,14,Local Deal,Feed,Desktop,True,2,c435ad02,2025-07-29 08:48:44
29361,82,2609,28,Local Deal,Feed,Tablet,True,26,732a94ce,2025-09-21 21:49:59
29362,34,4757,42,Video,Search Results,Desktop,True,24,4fa01ffa,2025-06-14 15:15:25
29363,82,2369,37,Local Deal,Right Rail,Tablet,True,1,d25f285d,2025-09-21 22:31:54
29364,174,4912,25,Sponsored Post,Feed,Desktop,True,3,f8cc4af0,2025-09-17 10:54:51
29365,173,799,45,Sponsored Post,Feed,Mobile,True,2,2297f841,2025-09-24 20:04:03
29366,187,4404,8,Sponsored Post,Feed,Desktop,False,6,5f761b36,2025-01-31 19:08:16
29367,80,1810,30,Native,Notification,Tablet,True,11,903cad56,2025-03-11 07:49:43
29368,189,307,24,Video,Notification,Tablet,True,1,eb4510c6,2025-02-13 22:44:16
29369,176,3100,9,Native,Right Rail,Tablet,True,37,11d023db,2025-04-12 06:28:11
29370,67,3613,44,Video,Story,Desktop,True,1,05321d4f,2025-08-21 05:54:53
29371,90,4173,5,Video,Story,Desktop,False,7,f6599b89,2025-10-08 20:22:51
29372,157,3163,25,Local Deal,Notification,Tablet,False,28,5fe756a4,2025-01-23 11:33:09
29373,165,4688,29,Native,Right Rail,Tablet,True,2,7bb64c47,2025-06-12 10:46:56
29374,27,3287,16,Video,Notification,Tablet,True,14,760032b6,2025-02-25 22:37:07
29375,33,2355,41,Local Deal,Right Rail,Tablet,True,10,be2fa584,2025-04-23 16:27:50
29376,191,418,40,Local Deal,Feed,Mobile,True,3,5725b4dd,2025-08-05 14:32:32
29377,157,1530,16,Local Deal,Story,Tablet,True,4,d27a59d8,2025-01-20 18:30:23
29378,159,759,42,Display,Story,Mobile,True,2,ddc6e07f,2025-07-26 09:22:39
29379,157,4547,45,Local Deal,Story,Mobile,True,2,de5f775a,2025-01-19 22:37:51
29380,162,2370,39,Video,Search Results,Tablet,True,0,9651ca21,2025-01-08 01:39:22
29381,176,2781,29,Native,Feed,Desktop,False,3,489cfaa8,2025-04-11 21:45:14
29382,13,3793,25,Local Deal,Story,Tablet,True,33,92e82869,2025-01-05 15:44:39
29383,59,3152,8,Native,Feed,Tablet,True,0,06cbdba0,2025-01-14 10:04:05
29384,21,1127,2,Video,Feed,Tablet,True,28,217f931d,2025-08-03 21:45:38
29385,154,2559,17,Display,Right Rail,Mobile,True,49,b485fa3d,2025-08-11 19:37:20
29386,191,4888,12,Local Deal,Story,Mobile,True,4,cd7e5244,2025-09-10 19:22:29
29387,49,4654,39,Video,Story,Desktop,True,40,26e8e658,2025-07-28 12:34:20
29388,117,4478,2,Local Deal,Search Results,Tablet,True,6,eee52ecc,2025-07-23 08:48:49
29389,194,2671,4,Sponsored Post,Notification,Desktop,True,18,a18eb05a,2025-09-22 20:21:00
29390,35,2525,31,Sponsored Post,Search Results,Desktop,True,1,4e1c5e94,2025-06-08 15:57:13
29391,40,1291,46,Video,Search Results,Mobile,True,1,c39d85af,2025-05-02 23:02:27
29392,186,672,45,Native,Story,Tablet,True,38,0977f11e,2025-03-28 20:52:29
29393,69,1295,21,Video,Feed,Tablet,True,8,3f8d9191,2025-10-06 19:06:51
29394,151,4878,19,Sponsored Post,Feed,Mobile,False,2,1ca0ef41,2025-02-14 16:27:07
29395,21,1789,42,Video,Right Rail,Desktop,True,58,80ac7960,2025-08-01 08:09:56
29396,129,2726,2,Video,Feed,Mobile,True,9,9de65fd8,2025-02-11 03:37:25
29397,105,2235,47,Display,Right Rail,Tablet,True,2,6ba0b9cc,2025-07-07 13:04:45
29398,134,4108,3,Video,Notification,Mobile,True,0,73d04d8b,2025-04-22 10:37:50
29399,72,4673,18,Local Deal,Story,Mobile,False,5,bf4c411f,2025-04-11 00:54:06
29400,69,4270,24,Video,Right Rail,Mobile,True,3,768f0205,2025-10-10 19:12:47
29401,1,588,50,Local Deal,Story,Desktop,True,8,f3250459,2025-04-03 10:16:28
29402,94,4688,29,Display,Right Rail,Tablet,True,59,916d308b,2025-01-17 14:56:17
29403,194,3963,30,Sponsored Post,Notification,Desktop,True,1,ba641798,2025-09-11 09:18:47
29404,118,1849,14,Local Deal,Notification,Mobile,True,1,e8495f24,2025-06-03 21:11:34
29405,77,4154,13,Display,Right Rail,Tablet,True,5,c6a079dc,2025-10-02 10:35:41
29406,6,2129,8,Local Deal,Feed,Desktop,True,27,375fad8b,2025-04-18 03:18:33
29407,42,2939,49,Local Deal,Search Results,Tablet,True,10,6f34b7b4,2025-03-29 14:15:11
29408,76,1915,3,Sponsored Post,Right Rail,Mobile,True,18,7e56c8aa,2025-07-10 20:16:19
29409,178,4924,27,Local Deal,Notification,Tablet,True,2,c4fb6a11,2025-06-09 09:52:01
29410,99,1629,26,Local Deal,Story,Desktop,True,0,b3c4e035,2025-01-12 13:26:01
29411,176,1087,4,Native,Story,Mobile,True,9,1332cb3a,2025-04-08 18:41:00
29412,125,2671,4,Video,Notification,Desktop,True,2,8ac851af,2025-03-15 19:18:12
29413,147,4253,5,Video,Story,Tablet,True,6,12e578fc,2025-03-28 01:22:43
29414,82,2416,48,Local Deal,Search Results,Mobile,True,3,f091b288,2025-09-27 03:07:29
29415,22,4754,4,Video,Story,Desktop,True,19,001def7a,2025-07-02 13:00:36
29416,1,1102,12,Local Deal,Right Rail,Tablet,False,7,223f3049,2025-04-15 20:42:47
29417,148,775,28,Display,Search Results,Mobile,True,5,f025160e,2025-05-31 18:44:45
29418,58,973,2,Display,Story,Desktop,False,4,e5fb46f9,2025-05-25 16:00:30
29419,34,2819,22,Video,Right Rail,Desktop,True,3,60ed8b20,2025-06-03 12:57:15
29420,135,2607,34,Display,Feed,Desktop,True,5,54b58440,2025-05-16 23:36:47
29421,63,1542,49,Display,Story,Desktop,True,31,5cd1e344,2025-07-15 20:12:43
29422,163,1829,35,Sponsored Post,Search Results,Tablet,True,17,1a176fd0,2025-09-25 07:37:46
29423,1,1226,3,Local Deal,Right Rail,Mobile,True,29,da7a3179,2025-03-16 16:02:28
29424,111,707,41,Native,Feed,Desktop,True,2,0f0c7ce6,2025-07-04 07:22:42
29425,13,1322,1,Local Deal,Story,Mobile,True,5,74ff7fee,2025-01-30 22:53:02
29426,158,3800,23,Video,Feed,Mobile,True,1,7885c862,2025-05-25 21:40:40
29427,188,1033,2,Display,Feed,Desktop,True,21,9a66cf47,2025-02-08 15:09:22
29428,122,4210,19,Native,Feed,Mobile,True,2,cb216084,2025-04-27 08:00:39
29429,145,599,49,Video,Story,Mobile,True,44,c573feae,2025-06-25 20:52:09
29430,72,2659,37,Local Deal,Feed,Tablet,True,0,4f499ce8,2025-04-17 21:36:26
29431,123,1179,2,Local Deal,Feed,Tablet,True,1,7f83b319,2025-03-19 19:00:18
29432,79,2274,13,Sponsored Post,Feed,Tablet,True,1,e4473dfe,2025-03-13 02:26:40
29433,86,3136,8,Video,Feed,Tablet,True,2,2ef7728c,2025-09-04 09:59:09
29434,80,4206,24,Native,Right Rail,Mobile,True,2,60d3b5fb,2025-03-06 09:58:30
29435,153,4485,49,Native,Story,Tablet,True,5,e277a39f,2025-09-08 20:25:21
29436,30,4753,31,Sponsored Post,Search Results,Mobile,False,1,56d022c7,2025-02-19 09:19:17
29437,88,2836,28,Native,Feed,Tablet,True,2,a23c3e80,2025-09-16 17:55:36
29438,27,1477,37,Video,Right Rail,Mobile,True,8,28a8c63a,2025-03-01 13:12:19
29439,21,2131,30,Video,Notification,Mobile,False,2,86536459,2025-08-06 17:43:33
29440,139,2156,21,Native,Story,Mobile,True,19,164a7990,2025-01-30 11:49:26
29441,139,3832,45,Native,Notification,Tablet,True,2,93fb428c,2025-01-08 18:20:50
29442,182,4769,41,Display,Right Rail,Desktop,True,59,f03e4e22,2025-07-14 08:07:52
29443,124,2207,6,Native,Feed,Mobile,False,40,211a5ed8,2025-08-11 23:51:57
29444,73,659,17,Native,Search Results,Mobile,True,9,acaf2e4d,2025-08-06 07:15:14
29445,42,4336,24,Local Deal,Notification,Tablet,False,59,44afc906,2025-03-29 20:36:15
29446,20,3633,41,Sponsored Post,Notification,Tablet,False,1,37b8ae91,2025-07-02 21:15:45
29447,59,2429,23,Native,Right Rail,Desktop,True,9,0b687240,2025-01-13 09:40:10
29448,118,4491,5,Local Deal,Search Results,Desktop,True,5,07b39558,2025-05-31 20:05:36
29449,155,3326,3,Display,Search Results,Mobile,True,0,05cb26f6,2025-07-31 19:05:18
29450,199,4850,23,Display,Notification,Mobile,True,5,fa5b4aaf,2025-04-11 18:50:57
29451,120,2996,8,Display,Search Results,Tablet,True,46,96b6f1b3,2025-04-01 15:00:17
29452,83,169,22,Display,Feed,Mobile,True,2,995056cf,2025-06-07 02:30:46
29453,151,775,28,Sponsored Post,Notification,Mobile,True,4,04f3a6ac,2025-03-18 17:28:34
29454,170,3272,28,Display,Notification,Desktop,True,2,ac0c9789,2025-07-30 19:49:49
29455,92,4705,41,Display,Story,Desktop,True,3,e8d26459,2025-07-10 07:09:31
29456,98,4386,33,Video,Right Rail,Desktop,True,9,a69e5a99,2025-09-09 19:27:33
29457,45,766,3,Display,Story,Tablet,True,18,62ae08e8,2025-08-25 19:00:53
29458,132,4278,21,Sponsored Post,Story,Mobile,True,0,cda243aa,2025-07-08 07:00:44
29459,15,3606,35,Native,Story,Mobile,True,2,30293a91,2025-09-28 17:53:01
29460,185,2844,8,Native,Notification,Mobile,False,2,267b68d1,2025-03-15 19:28:37
29461,180,3993,45,Video,Notification,Tablet,True,2,ff07d045,2025-05-03 20:27:18
29462,23,1030,8,Native,Right Rail,Mobile,True,37,3e33e0a5,2025-02-10 11:00:08
29463,2,2050,20,Native,Right Rail,Mobile,True,41,de3ad5b6,2025-01-18 08:50:24
29464,172,3951,42,Video,Notification,Tablet,True,9,0f51a235,2025-09-21 09:36:09
29465,15,77,36,Native,Notification,Tablet,True,5,f504ff01,2025-09-27 22:01:39
29466,178,2509,20,Local Deal,Notification,Desktop,True,0,4dfbe415,2025-06-13 10:31:59
29467,2,2841,30,Native,Search Results,Mobile,False,24,f9bb0fea,2025-01-21 07:58:09
29468,10,2647,1,Sponsored Post,Right Rail,Mobile,True,10,871c6300,2025-10-10 08:12:52
29469,128,4703,15,Local Deal,Story,Mobile,True,1,0d1bac53,2025-03-11 19:19:48
29470,145,1956,22,Video,Story,Mobile,True,5,f604bcc9,2025-06-22 12:50:56
29471,155,653,49,Display,Notification,Desktop,False,0,30720ee7,2025-08-17 09:23:11
29472,4,2430,20,Display,Search Results,Desktop,True,0,95b84b27,2025-06-23 17:06:51
29473,131,2976,46,Local Deal,Feed,Mobile,True,0,af9d4a8f,2025-08-17 18:33:15
29474,162,1028,40,Video,Story,Desktop,True,56,46aaae46,2025-01-12 18:52:28
29475,139,1814,10,Native,Story,Mobile,False,2,535474e1,2025-01-06 23:39:40
29476,159,1171,50,Display,Story,Desktop,True,2,8c9be6ef,2025-07-31 09:24:39
29477,1,2938,14,Local Deal,Feed,Desktop,True,6,733252de,2025-04-22 07:04:46
29478,90,2909,17,Video,Notification,Tablet,False,36,750da6eb,2025-09-26 09:48:57
29479,61,413,50,Native,Right Rail,Desktop,True,53,c261a403,2025-02-18 19:45:05
29480,131,2310,31,Local Deal,Right Rail,Desktop,True,4,e2782aa5,2025-07-31 06:48:20
29481,67,4116,47,Video,Search Results,Desktop,True,2,80a48b3a,2025-07-03 12:48:54
29482,82,1169,14,Local Deal,Search Results,Tablet,True,0,83adcb43,2025-09-26 19:35:58
29483,44,2011,19,Display,Story,Mobile,True,3,f3919be9,2025-09-13 17:32:48
29484,151,3043,15,Sponsored Post,Search Results,Tablet,True,5,80709dc2,2025-03-15 14:26:23
29485,38,4281,35,Video,Search Results,Tablet,True,4,a2352a31,2025-03-28 08:29:02
29486,13,2826,40,Local Deal,Notification,Tablet,False,3,f090aa89,2025-01-29 19:14:14
29487,13,993,20,Local Deal,Notification,Mobile,True,35,03d59fb5,2025-01-30 18:42:40
29488,166,2477,14,Local Deal,Story,Desktop,True,6,db6ecef7,2025-05-05 08:18:31
29489,145,4003,41,Video,Feed,Mobile,True,1,54d652ce,2025-06-26 17:13:55
29490,101,1386,30,Sponsored Post,Right Rail,Mobile,True,7,e76ed9a0,2025-04-07 16:16:44
29491,127,192,7,Display,Story,Tablet,True,10,f982ed30,2025-09-23 03:42:09
29492,133,4258,8,Native,Notification,Mobile,True,2,2bf614ef,2025-02-02 09:18:25
29493,188,4604,32,Display,Story,Mobile,True,1,dd589d02,2025-02-06 19:22:20
29494,146,1682,17,Display,Story,Mobile,True,15,f4cb5126,2025-09-16 09:20:06
29495,18,811,41,Display,Story,Desktop,True,7,a17465d5,2025-04-23 22:00:12
29496,34,4005,28,Video,Notification,Desktop,True,24,b75be2d1,2025-06-11 23:24:06
29497,27,4232,21,Video,Notification,Mobile,True,40,40b6ef38,2025-03-03 09:31:52
29498,2,1667,43,Native,Feed,Tablet,True,0,6822b4ae,2025-01-22 04:04:44
29499,43,1056,17,Sponsored Post,Story,Mobile,True,5,c3ba7904,2025-07-12 13:20:16
29500,188,792,33,Display,Search Results,Tablet,True,1,586b0bb9,2025-02-07 22:48:26
29501,181,1264,31,Local Deal,Search Results,Mobile,False,2,39c11add,2025-01-30 13:07:41
29502,168,292,17,Native,Feed,Tablet,True,0,80b9ae3f,2025-09-26 10:34:08
29503,96,707,41,Local Deal,Notification,Desktop,False,2,a84248f6,2025-09-19 03:19:09
29504,89,2742,1,Sponsored Post,Story,Tablet,True,7,57eaa50c,2025-08-07 00:28:33
29505,20,4077,13,Sponsored Post,Search Results,Mobile,True,5,5bc961c9,2025-06-21 07:45:58
29506,139,245,50,Native,Notification,Mobile,True,0,d4d8acf0,2025-01-19 07:56:42
29507,195,4228,45,Video,Story,Tablet,True,1,0a6e6ed0,2025-01-27 20:15:39
29508,160,397,29,Display,Search Results,Mobile,True,7,ff67bc33,2025-07-22 21:37:15
29509,191,128,30,Local Deal,Story,Tablet,False,1,15d3775d,2025-09-02 08:06:56
29510,54,3441,6,Sponsored Post,Search Results,Tablet,True,0,77e019bc,2025-01-05 21:51:10
29511,22,4868,18,Video,Search Results,Tablet,False,21,ea69e195,2025-07-13 08:03:38
29512,116,3042,27,Video,Search Results,Mobile,True,10,31f9f63a,2025-08-02 20:18:06
29513,57,1068,49,Sponsored Post,Notification,Tablet,True,6,b900cc17,2025-08-21 04:26:42
29514,80,568,33,Native,Right Rail,Desktop,True,7,8c0f690c,2025-03-02 16:03:58
29515,113,4095,43,Sponsored Post,Feed,Desktop,True,51,9e540fa5,2025-05-20 20:34:18
29516,138,2330,42,Local Deal,Feed,Tablet,True,10,42145cdd,2025-08-29 19:53:36
29517,6,2270,9,Local Deal,Story,Tablet,True,1,6790015f,2025-04-11 10:48:56
29518,157,3647,19,Local Deal,Right Rail,Tablet,False,4,e97243f4,2025-01-26 22:52:11
29519,144,1182,44,Display,Feed,Desktop,False,1,cb35a473,2025-04-17 10:13:06
29520,186,2,15,Native,Search Results,Desktop,True,8,3175be26,2025-04-06 00:20:27
29521,41,1042,39,Display,Story,Tablet,True,51,f17a4577,2025-09-18 17:18:41
29522,41,107,23,Display,Story,Tablet,True,4,892eddad,2025-09-17 20:49:49
29523,187,3478,45,Sponsored Post,Search Results,Desktop,True,38,36921eeb,2025-02-08 15:02:57
29524,9,3791,20,Video,Story,Desktop,True,39,6d4d246b,2025-02-03 19:09:22
29525,69,3668,22,Video,Right Rail,Desktop,True,0,aadae3b3,2025-10-12 20:17:12
29526,10,1034,33,Sponsored Post,Search Results,Mobile,True,9,95354a4d,2025-10-06 11:02:41
29527,193,3343,20,Video,Feed,Desktop,True,48,97a75da3,2025-07-12 19:54:16
29528,182,3608,23,Display,Feed,Desktop,True,7,c48b6319,2025-07-22 23:20:24
29529,157,2245,48,Local Deal,Search Results,Desktop,True,43,7b843f07,2025-01-19 18:14:43
29530,67,459,13,Video,Story,Mobile,True,6,a6714ab1,2025-06-18 11:18:51
29531,141,2069,35,Native,Search Results,Mobile,True,9,707c5121,2025-03-02 10:18:57
29532,6,4770,5,Local Deal,Story,Mobile,True,41,3159ec9e,2025-04-17 03:11:02
29533,81,2714,38,Native,Right Rail,Mobile,True,8,672d9a1b,2025-03-08 08:07:51
29534,14,3640,1,Native,Story,Desktop,True,4,575aa244,2025-03-09 13:15:52
29535,78,3973,43,Local Deal,Right Rail,Tablet,True,2,f51287ba,2025-02-23 18:03:09
29536,18,1865,50,Display,Notification,Desktop,True,7,9d28a530,2025-04-26 08:53:20
29537,193,4950,49,Video,Story,Desktop,True,5,4111c5d0,2025-07-12 04:49:38
29538,25,4399,33,Video,Notification,Tablet,True,0,2e17a44a,2025-01-11 19:30:26
29539,1,3226,43,Local Deal,Notification,Tablet,True,2,b5e4333b,2025-03-08 16:08:06
29540,76,1952,50,Sponsored Post,Notification,Mobile,True,5,f3ee1ec1,2025-07-22 12:23:36
29541,25,4143,40,Video,Story,Desktop,True,3,a77dd4b6,2025-01-14 10:04:26
29542,115,2898,35,Native,Story,Desktop,True,0,ae4a8a2a,2025-02-19 20:30:19
29543,81,2072,41,Native,Feed,Tablet,True,56,254d9a5d,2025-02-15 08:04:48
29544,41,2651,12,Display,Feed,Mobile,False,0,8d806d7e,2025-09-09 10:10:18
29545,77,2949,37,Display,Search Results,Desktop,True,9,a237673b,2025-10-18 08:12:45
29546,21,1916,7,Video,Notification,Tablet,False,50,7bc5dbee,2025-07-22 17:05:43
29547,132,679,20,Sponsored Post,Feed,Mobile,True,8,2df975d1,2025-07-10 17:34:29
29548,126,2741,44,Video,Feed,Desktop,True,6,b133cca1,2025-08-25 04:46:10
29549,166,704,27,Local Deal,Search Results,Mobile,True,3,ff68b1a8,2025-05-02 11:05:49
29550,152,999,24,Display,Notification,Mobile,True,16,6055cde1,2025-03-31 19:44:56
29551,15,1777,38,Native,Story,Mobile,True,42,874c2c4f,2025-09-25 11:38:20
29552,28,1889,50,Sponsored Post,Notification,Tablet,True,3,7c7e7e90,2025-10-01 09:15:08
29553,132,4000,26,Sponsored Post,Search Results,Mobile,True,9,89d84e1b,2025-07-16 08:06:42
29554,60,413,50,Sponsored Post,Right Rail,Desktop,True,1,45d71bf9,2025-07-13 13:40:28
29555,112,1095,15,Display,Right Rail,Tablet,True,4,4f7ac605,2025-06-03 09:53:38
29556,185,4834,43,Native,Right Rail,Desktop,False,25,3f489cb7,2025-03-28 21:46:58
29557,198,2007,26,Sponsored Post,Right Rail,Tablet,True,6,744f7754,2025-01-29 18:49:48
29558,24,4311,5,Native,Right Rail,Mobile,False,9,a09af9dc,2025-09-06 09:36:27
29559,30,232,15,Sponsored Post,Notification,Tablet,True,7,fb26feed,2025-03-03 12:11:42
29560,131,92,22,Local Deal,Notification,Tablet,True,45,472992cd,2025-08-14 18:00:26
29561,61,672,45,Native,Story,Tablet,True,6,2b5c8d3d,2025-02-22 13:39:44
29562,6,507,40,Local Deal,Story,Desktop,True,3,f71378e8,2025-04-15 12:28:34
29563,176,4690,14,Native,Search Results,Mobile,False,1,0816dd28,2025-04-06 01:35:07
29564,89,1019,14,Sponsored Post,Notification,Mobile,True,7,ae15726a,2025-08-11 19:27:13
29565,79,3552,39,Sponsored Post,Right Rail,Desktop,True,46,b1c8f06c,2025-03-28 09:58:27
29566,146,2793,30,Display,Notification,Tablet,True,2,8b761d81,2025-09-07 21:51:47
29567,120,1893,27,Display,Search Results,Mobile,True,3,8bfdf6d1,2025-03-02 19:12:26
29568,115,2157,29,Native,Story,Mobile,True,2,a1639056,2025-02-13 20:45:59
29569,183,2720,25,Sponsored Post,Notification,Desktop,True,45,c34df0f8,2025-09-30 06:25:59
29570,176,4129,26,Native,Story,Tablet,True,1,3f1921bd,2025-04-08 18:20:41
29571,108,2825,15,Sponsored Post,Story,Tablet,True,1,bd6a9b87,2025-03-20 19:35:42
29572,96,1698,15,Local Deal,Search Results,Mobile,False,10,1e291455,2025-09-10 23:52:02
29573,120,3598,48,Display,Search Results,Mobile,False,1,e337f6a5,2025-04-15 17:27:05
29574,198,1547,17,Sponsored Post,Notification,Mobile,True,5,fe11229f,2025-02-01 20:32:58
29575,96,3948,33,Local Deal,Notification,Tablet,True,5,5bad6171,2025-08-18 20:14:19
29576,14,3006,30,Native,Search Results,Desktop,True,3,8b35fce8,2025-02-26 19:05:44
29577,171,3355,24,Local Deal,Feed,Desktop,True,2,26c3b0e9,2025-03-31 09:41:11
29578,174,1571,42,Sponsored Post,Search Results,Mobile,True,2,480c0d48,2025-09-18 20:07:34
29579,19,3267,5,Display,Story,Desktop,True,5,12d77b33,2025-07-21 08:51:35
29580,109,4903,8,Video,Notification,Mobile,True,1,b4382a1d,2025-02-21 10:59:43
29581,154,1181,36,Display,Search Results,Desktop,True,0,83841b3b,2025-08-14 22:33:19
29582,196,4906,2,Display,Search Results,Mobile,True,49,cfc493fb,2025-07-26 16:56:28
29583,129,1871,24,Video,Right Rail,Desktop,True,28,2b20fb61,2025-02-15 20:35:20
29584,128,4115,13,Local Deal,Story,Mobile,False,2,ff819555,2025-03-19 18:52:32
29585,56,122,35,Native,Right Rail,Tablet,True,6,56acf095,2025-02-03 12:02:10
29586,76,1906,49,Sponsored Post,Story,Mobile,True,1,56f02c4b,2025-07-07 06:15:21
29587,25,857,26,Video,Story,Mobile,False,6,77694093,2025-01-20 07:52:33
29588,170,2716,10,Display,Search Results,Tablet,True,0,627cd68e,2025-07-18 07:40:39
29589,188,3135,37,Display,Right Rail,Mobile,True,0,23ca7019,2025-02-09 10:07:11
29590,9,4496,9,Video,Search Results,Desktop,True,5,0967576c,2025-02-02 16:18:25
29591,30,847,7,Sponsored Post,Search Results,Tablet,True,2,e6517686,2025-02-19 04:54:15
29592,141,600,46,Native,Story,Tablet,True,9,6a71426c,2025-03-07 20:46:31
29593,68,4317,21,Display,Search Results,Mobile,False,3,de3e35c3,2025-06-28 00:08:08
29594,11,2837,3,Display,Search Results,Mobile,True,8,0ac2577d,2025-09-10 19:42:20
29595,113,4927,31,Sponsored Post,Search Results,Desktop,True,2,75b8bf06,2025-06-17 00:05:48
29596,96,3183,43,Local Deal,Feed,Desktop,True,6,e2027d9b,2025-07-22 17:12:06
29597,117,3117,26,Local Deal,Search Results,Tablet,True,1,869501a4,2025-07-26 08:51:39
29598,23,1703,9,Native,Story,Desktop,True,3,be3ce75b,2025-02-08 08:39:58
29599,97,548,39,Native,Feed,Mobile,True,8,32d588db,2025-04-27 21:22:18
29600,97,2298,28,Native,Story,Tablet,True,28,bbb3b873,2025-05-02 17:59:05
29601,88,4045,21,Native,Notification,Tablet,False,5,1b9e42bd,2025-09-20 20:28:55
29602,136,1636,12,Sponsored Post,Notification,Mobile,True,10,daf0b623,2025-06-06 20:49:56
29603,94,951,34,Display,Right Rail,Desktop,True,26,801b26d8,2025-01-21 21:51:26
29604,178,1791,27,Local Deal,Story,Mobile,True,2,29faa1d0,2025-06-12 03:36:35
29605,44,688,38,Display,Story,Mobile,True,0,1eedcfc9,2025-08-01 13:04:55
29606,174,918,48,Sponsored Post,Right Rail,Desktop,False,9,809e9296,2025-09-16 08:20:35
29607,39,1345,10,Display,Feed,Mobile,True,4,fabdabbe,2025-05-20 23:22:09
29608,166,3023,28,Local Deal,Story,Desktop,True,1,a72c767c,2025-05-02 12:40:36
29609,42,1952,50,Local Deal,Story,Mobile,True,5,691d1468,2025-03-30 20:51:38
29610,26,2699,41,Video,Search Results,Tablet,True,4,600e9d3e,2025-05-07 09:59:29
29611,100,390,47,Native,Feed,Desktop,True,4,4baeb4f1,2025-05-23 13:38:45
29612,2,1379,37,Native,Right Rail,Desktop,True,5,d355c3ca,2025-01-23 15:29:16
29613,51,2251,39,Native,Notification,Desktop,True,0,234de2de,2025-09-06 16:59:53
29614,183,3827,40,Sponsored Post,Right Rail,Desktop,True,9,82eb432d,2025-10-05 19:41:54
29615,163,4626,5,Sponsored Post,Right Rail,Tablet,True,41,d58add2d,2025-09-05 10:14:26
29616,52,2044,24,Sponsored Post,Right Rail,Desktop,False,4,ae6a3471,2025-03-04 22:47:07
29617,111,2201,45,Native,Search Results,Desktop,True,2,9a24e128,2025-06-13 18:14:13
29618,153,1400,43,Native,Right Rail,Tablet,True,1,deacf1f2,2025-09-04 21:19:30
29619,141,2288,32,Native,Story,Tablet,True,53,4a8e06d9,2025-03-05 09:28:44
29620,89,3496,32,Sponsored Post,Search Results,Tablet,True,1,43f331fe,2025-08-08 17:02:00
29621,194,1799,18,Sponsored Post,Story,Tablet,True,52,50209e39,2025-09-16 21:24:46
29622,164,2385,16,Local Deal,Right Rail,Mobile,False,4,9806e76f,2025-11-21 19:42:57
29623,151,133,37,Sponsored Post,Search Results,Tablet,True,0,94343118,2025-03-16 22:02:33
29624,52,3022,8,Sponsored Post,Story,Mobile,True,27,7a4a31ae,2025-02-26 10:15:03
29625,53,707,41,Native,Notification,Desktop,True,1,681a11e1,2025-07-01 07:41:58
29626,135,815,17,Display,Feed,Mobile,True,1,50556a96,2025-04-24 01:54:45
